9554 25937
3826 2329 -677
5982 6613 342
97 1005 457
455 2438 441
9486 7245 -108
8784 6701 -126
5253 7034 357
3779 8550 972
2600 5062 -650
8120 7526 478
5001 1568 -315
8459 3500 -728
7190 8688 653
2585 2345 845
6493 6322 -48
9091 2398 -915
385 5720 -211
8155 6189 -466
7708 7963 -182
2063 3004 -738
8423 1189 757
8097 4629 652
7529 7436 356
3433 3970 -250
966 7036 520
7351 5075 -136
4833 1017 -424
2036 6307 917
7678 2474 -932
3110 3299 378
1111 7173 -711
5316 9378 -313
2160 7168 946
1172 3486 325
580 6969 -352
5881 7396 -699
6174 4316 -105
7197 2333 -573
4272 8468 916
2360 8651 940
6352 7141 -169
9105 7959 -654
7253 6195 105
3705 138 -717
4183 5538 92
6136 276 -28
7943 2618 279
2732 3225 18
7449 3013 -738
8872 478 -418
5706 7123 -204
1530 245 49
8517 1984 158
7051 5539 -177
6322 1350 -252
1070 3015 412
6400 5985 -434
1814 7866 -659
150 311 44
5583 7490 252
6856 986 287
2750 5292 660
6658 4076 -114
3933 8508 436
2439 6047 376
3693 6224 713
422 5709 766
5496 1249 511
558 1128 479
6876 6155 -186
2153 5946 646
6836 1838 -312
1552 8008 866
7021 2895 -534
5335 8342 -880
3852 7619 10
2781 8378 813
7435 6948 468
2858 1990 976
5693 7046 -507
962 8905 -606
3729 5624 723
7303 1934 726
8097 892 -268
125 2169 187
822 9221 -196
8847 3726 737
6218 5488 -68
5193 2135 -921
2010 5034 485
2879 2594 -382
2521 1195 965
1472 1137 -447
7852 187 805
7127 9142 -725
3731 6326 -933
2363 6169 687
3368 2876 -842
5207 7556 837
4607 6168 759
2962 7526 -994
1013 2097 -930
1195 4851 87
3127 1314 146
533 8619 -639
3214 7821 -376
1469 6338 -936
2826 4858 329
2107 5826 -300
1322 9315 897
1914 5549 -304
9508 7809 488
6136 7961 569
1754 2837 -323
1667 8341 837
5459 4206 254
264 8830 -160
7141 718 -246
5350 2433 -862
2724 7248 737
8832 5544 870
6630 1437 687
8409 1756 841
5828 4504 993
7172 7036 63
9548 4996 760
5645 5599 866
6072 4894 314
8013 1933 -110
7604 8386 20
4285 9421 606
6074 9293 -978
894 5890 833
2929 6549 -632
1587 4732 -689
3584 886 -777
9526 5069 80
8115 9058 348
7288 7840 252
4666 4825 -73
9221 3193 -605
3360 4286 -535
1553 3992 941
6573 6085 292
195 5700 548
1806 3115 875
5916 2280 -14
6150 3195 -533
5234 8436 679
385 6167 666
8427 5253 -780
3253 8830 895
2872 2826 -319
738 1614 256
6336 7399 -253
2175 1507 681
7794 2652 -896
1925 6908 645
7436 4549 -34
4415 9322 10
1667 4127 51
7395 7874 881
8557 5513 -98
7789 7076 -148
303 4920 -964
236 9451 789
1406 3292 648
995 3219 -296
4486 2078 -567
3453 8063 -466
6650 317 11
7280 7388 -517
242 8618 983
4604 9511 408
4156 6333 784
5215 4814 -513
4696 639 -679
9330 127 -802
6905 4506 -19
1533 4593 -143
2106 4762 -663
2284 5820 22
7266 9255 31
5387 7514 81
1835 3602 -73
6732 7608 406
4505 5953 -830
3953 5363 -111
3326 8132 -682
3356 9100 53
7968 2256 -943
5893 361 -480
6165 4251 55
3854 6062 -486
3380 9477 257
1003 9277 677
5099 6630 -790
2282 3068 203
8157 1187 -69
4808 3511 -580
9380 7166 225
6707 2662 157
679 5091 -729
7890 8412 496
5162 6383 221
5002 5970 -496
1090 3198 -992
6120 7416 -770
5793 1509 -182
5279 4781 980
8679 4858 -324
3459 5088 -296
3314 1998 -836
5675 5512 954
1236 3968 -286
5925 4416 -574
5294 4342 234
98 4808 479
5449 3598 -566
4534 563 620
171 1173 295
386 6017 472
9390 1369 -834
5305 3943 906
2768 8502 999
781 1037 -247
3725 6876 -447
4639 5834 -124
7921 7996 151
3170 5357 -102
3882 967 -295
945 6794 -838
9161 6089 472
1940 4864 -888
4923 7330 456
782 6285 -318
699 7658 -895
3315 4453 -327
5070 3062 34
5976 7113 -262
7863 7605 -824
9326 6334 270
3838 6388 -777
4908 3154 -481
6360 6273 -509
296 2854 961
2198 1563 -183
6145 3850 615
6853 4117 -37
3413 4227 113
6151 7566 261
8837 7234 -628
6462 3178 368
619 810 -243
1381 5868 546
2499 4760 -141
5493 8684 -552
946 2562 -829
2634 4660 661
4348 3485 603
3690 8870 661
8985 3880 -428
1953 9247 -877
633 171 -77
1614 4677 -897
7527 6149 834
6021 6352 392
515 4721 -958
4984 3469 -168
1601 6994 833
5764 2398 633
3043 1614 73
3209 2546 -319
5483 6757 838
638 5362 -767
5374 1090 -422
3715 2957 -596
5126 3874 719
2900 2997 790
8302 8444 904
6680 3853 -95
1658 1897 234
6561 3583 -781
2076 2207 293
7478 9351 24
2492 4391 -19
5270 5714 383
3683 4316 -937
7479 5516 -681
6634 4799 -410
3240 3064 194
5333 6666 -499
6287 3582 418
3479 2626 -799
6591 8721 453
7848 3669 -913
8084 3043 112
2719 2127 660
778 5009 -451
1265 5362 -63
8218 3346 -419
4184 4650 -903
9529 4908 973
6369 3396 -790
234 4984 -714
3744 2092 -844
3550 3791 -46
4345 7094 -536
9132 7762 -697
638 359 54
1995 2857 -792
5359 3531 819
7598 6674 -505
1973 4684 -587
415 6056 -530
199 9298 324
986 1406 568
1529 6989 436
936 6919 579
2444 1077 -116
5233 9487 175
7936 593 882
2924 6805 775
6319 2950 804
3723 2569 725
2599 2951 -922
5323 486 716
8932 6409 -395
8170 8769 31
5275 5664 -423
1187 2996 -101
4640 5517 70
1393 2681 477
5569 3501 430
3936 5247 436
6319 1522 -302
5759 4573 464
5716 7034 -986
674 9213 155
3256 4568 608
1532 4719 615
2622 1377 984
6196 8605 -66
3394 6965 -904
5258 533 722
484 6111 845
6206 2786 -477
7936 6384 -812
2088 5410 875
7470 2291 -584
7506 2711 -116
1665 4763 143
2258 4016 -666
4007 4170 620
4290 4404 -716
5512 2388 -879
6607 3282 -554
6199 2316 -877
5608 6901 878
5459 2428 58
2327 256 744
6415 8421 154
3396 827 -928
5430 384 428
4098 502 911
1711 2997 -864
6307 3409 28
3696 6299 -742
6932 6772 38
4024 5562 889
1163 5582 86
499 3445 393
8225 282 128
20 2128 452
6022 5134 -602
1577 4989 -68
1836 7136 -88
8482 8440 114
4154 8186 69
5215 984 -291
1286 5776 -966
370 7512 -490
1909 9175 -724
4230 5 695
28 5859 160
615 8749 -749
3542 2725 -412
2032 2104 -944
7867 4290 314
4102 5792 -18
4060 2114 392
5703 4504 846
5706 3806 -924
5306 4778 -87
1727 1093 -101
4546 4810 309
1890 7664 -896
9335 5244 352
3787 8512 -151
4764 7825 938
5618 3881 927
5980 366 -394
9164 3749 -451
5357 8535 -603
1236 6743 518
3242 7602 633
3666 7065 -905
2814 4313 11
4383 693 -548
617 5023 -272
4610 5243 125
5082 1164 361
3586 4096 236
9169 1377 -927
3850 6859 538
9273 362 -317
251 9197 -572
5186 1868 565
4076 2335 -255
1450 5223 397
2246 2358 -88
1651 1200 863
8285 7086 940
1043 2406 -521
6747 127 643
3500 711 95
6516 6018 -178
7470 2544 -429
7605 9279 287
7384 290 -63
234 9443 -409
4242 7891 583
2397 1615 184
4199 6908 405
8593 6630 518
3094 7483 939
2167 2418 -169
3796 6316 461
1519 2030 999
6618 8786 -880
1199 8600 557
7808 7762 930
5007 3600 -677
999 7030 -98
879 5752 -126
6313 841 -980
6154 8473 724
1953 857 319
6314 8256 989
7754 8906 -162
8230 1332 -175
7737 5892 -194
5058 7091 -553
454 4327 -404
4739 1977 555
1178 4651 445
3132 5887 713
7887 6201 666
2839 5756 680
8481 1311 565
6365 1319 267
3875 7906 657
3669 2867 777
5181 4559 635
4218 6842 -431
8148 5224 150
6368 2549 -699
4334 8068 304
2842 9544 539
6561 3180 -853
5767 427 -44
1733 3218 -516
5238 2456 -749
3662 2851 -962
5337 4050 -443
8498 6519 -474
8949 8893 326
2338 2635 -360
1082 8378 -413
6516 1443 952
3436 6963 -329
1281 7186 -423
144 4646 967
3775 7939 -150
1 8243 -956
4454 7035 -483
1618 7320 -837
6607 746 -225
8422 3926 261
7139 469 -122
7096 6591 -158
8437 7418 -803
966 653 -679
1703 1763 -183
4978 3291 6
6738 4528 430
4970 5884 -104
7890 47 -945
5736 370 403
4969 5905 545
1782 8652 74
3598 2185 -994
6777 4625 -856
9072 1167 931
6414 9185 152
6437 1566 19
9463 4121 474
6111 3128 -261
2055 8617 -455
4967 2548 590
3761 7412 -134
3535 9117 770
1133 3983 -794
8035 9451 604
4256 7896 -114
2788 2676 687
892 5671 795
4023 9017 -756
2205 365 -951
9384 6388 966
2590 364 -701
7764 2266 -341
1222 295 -658
8869 1576 -883
5333 3840 615
1515 3465 -846
8135 1222 472
6483 5147 -23
6254 4814 -299
7525 2138 697
112 194 -684
9294 7416 -94
7925 586 -897
3451 7216 498
7205 2393 -397
6646 2279 513
6253 3207 236
6776 5149 444
6771 3834 395
3953 1444 385
2563 2665 473
6102 1174 -466
3399 1841 381
8316 7686 -356
8662 7550 -653
3079 5131 27
9075 3483 799
2489 8254 -98
4621 8160 366
891 3359 459
5099 402 -136
7154 673 631
354 2241 -690
2332 640 662
4373 1424 -335
1107 6684 -382
4149 3957 -195
5965 9105 -146
7755 3386 -451
5808 7888 753
3421 549 -299
7706 8320 -458
5650 8758 -954
1337 2655 -560
3085 4996 579
1417 2866 30
6820 3967 -506
8655 4045 207
4889 7302 -65
6479 4055 -445
5989 4052 139
2256 61 -763
6186 6134 368
6856 1998 -672
2801 6397 60
4644 8806 79
1296 839 -444
3720 2651 -99
2855 8760 270
6940 5082 -499
5082 9206 -160
6842 4514 -700
7384 420 -192
3076 2473 -92
1526 8966 -156
8916 7763 -270
878 7075 419
8631 6300 -246
7476 9188 -28
2931 5221 649
1883 95 244
9550 1750 789
2733 687 -494
8039 5923 169
3067 6016 721
3885 8132 893
8644 5465 349
5802 495 386
4633 455 -403
8934 8884 269
395 8885 -988
5587 8613 -347
5423 531 382
893 7604 175
1439 7777 -695
7675 5188 637
3288 6572 971
2350 7035 -387
5769 5328 483
8990 7570 395
8425 3615 766
2333 2386 -481
3187 6425 -634
1171 9285 -661
6739 4355 225
2822 8657 989
75 1291 -120
6303 1713 -956
4736 8085 880
6410 4620 280
7173 2397 673
4032 5345 -763
9450 3254 776
9091 3348 -697
7678 7505 362
4438 1203 -804
2037 1954 -234
333 4976 819
4341 7335 18
74 477 -77
2931 2506 347
2708 3343 -736
3105 7012 -778
7201 6454 1
5824 8620 605
3045 338 594
906 5196 697
8873 9156 810
7391 2263 -461
2514 1449 386
6078 9317 -433
6635 7173 -242
7484 1287 -197
2504 1846 -255
7177 6644 -442
5939 8504 228
1606 8308 6
7961 6144 -832
9204 3624 -36
3958 6877 -872
693 2590 115
698 5587 833
8455 4726 763
9539 8402 428
5598 9521 -697
5911 8370 -638
3044 5398 459
8426 7456 85
8942 9021 -630
965 2290 -666
1193 1254 590
1648 1008 -105
4056 289 510
777 205 -331
8048 9256 811
5778 8907 950
4510 1626 390
9134 8153 693
8987 9404 576
1350 6951 905
3698 9170 -175
6999 6101 -87
6580 6077 -804
7363 7555 866
6057 2021 159
8859 7569 106
9476 8295 841
9493 1918 504
7645 6755 659
3920 2299 -851
8435 7031 97
1398 5457 -451
6158 5442 225
3943 889 470
1747 4614 965
3702 6512 -317
4245 2057 -307
5924 7401 -161
1610 5712 813
6299 621 227
2600 161 794
1589 7526 -787
2536 5344 -979
3749 4615 -340
4560 2963 181
4574 4291 -67
7419 5418 267
1055 5180 -329
597 2594 -406
7404 3155 -650
6483 4704 608
7689 8317 -816
6841 6024 -703
1009 5404 769
3573 423 284
5736 6113 -607
7417 6961 177
4953 9341 913
4936 7166 789
7383 6399 983
1293 6521 -8
8558 3499 -273
4249 6583 -755
5676 1588 196
4735 284 -423
3683 367 697
95 5925 180
7655 2065 402
4437 725 623
2483 2475 65
2104 8732 -394
8190 2044 -385
2685 889 550
6602 490 -922
4754 7894 -610
4197 8143 359
5050 5537 311
4614 5167 226
3851 809 -172
4044 9431 -334
2824 2026 905
7324 341 -589
3365 6059 643
2892 2139 929
4359 7079 701
7725 4327 -198
8003 44 -210
453 6682 -929
8446 6714 237
8771 2102 160
4914 6414 -608
7057 6240 -637
8981 7261 -194
8344 9375 -128
1057 1954 -654
530 7834 449
3608 5268 298
981 6215 120
4151 4477 940
1119 5767 -7
6849 204 377
8957 5962 -110
9025 6067 -518
6021 4017 -489
7571 9077 -746
7217 51 -709
4553 8773 -639
3708 6191 256
1177 111 -845
2155 865 877
7264 6547 58
6489 1834 -340
4929 6643 -969
3407 9372 494
7906 6338 923
5614 3470 145
9248 8275 535
5565 6826 772
4688 2302 -342
7096 3659 503
4464 7147 427
8340 7714 2
7800 154 276
3527 5633 -129
6566 1818 -190
5756 6806 -247
159 3418 -311
4438 2436 -397
1045 9226 -487
653 7138 63
6839 3583 -81
3970 6038 -127
9402 9275 -14
534 7270 -73
3217 7216 697
2999 334 67
8106 2874 429
4791 5210 497
420 169 -888
8727 2888 -288
8181 9209 623
2746 8115 771
6687 9124 -650
7327 4771 76
3111 1534 280
1618 1399 -617
3267 1352 23
8064 6277 233
460 3126 -303
3550 1604 -322
3900 825 548
1233 8189 -240
5833 3318 731
8271 8046 -82
2113 2906 185
5543 8613 407
90 3114 -379
4988 4322 -889
7879 8967 -947
1044 5830 990
8782 3287 -657
6447 5262 783
4613 9404 310
7058 7297 650
4028 47 448
7365 8992 172
3051 4762 -334
8694 3444 273
4250 8226 192
7524 2285 -656
5875 5558 -170
7501 255 352
6810 8050 -416
7321 7462 -679
5804 4805 570
2825 8992 -212
5096 1689 427
754 4515 954
469 6891 -672
8166 1513 720
5211 8072 149
2034 7661 936
4831 3351 329
3097 72 -598
1556 6735 122
3225 3661 449
8051 3198 986
1111 7820 -424
8995 8948 308
513 696 -852
1232 9450 736
829 8191 624
5831 3637 500
2241 1301 485
7819 7198 -380
8854 9260 949
392 2006 937
2830 3066 5
8118 7915 858
1099 2147 -899
1036 8141 62
5415 4635 -54
6448 9032 379
8775 2608 -202
9019 1428 -573
3705 8718 55
219 4590 328
1384 2544 -551
7673 1817 -563
96 1412 -313
4694 7280 -986
6264 9486 922
1882 127 4
1582 8291 755
2573 7209 -812
1470 2652 -973
2673 4610 71
3290 3357 14
5508 6701 -737
2916 6515 -644
5845 2211 842
6473 1974 248
4898 9058 576
8408 3295 398
3629 2127 139
5863 5719 640
1629 5528 248
1462 6892 60
245 2376 -89
5884 6060 -413
3278 6806 -890
6628 9048 168
9120 1224 320
3285 3756 -281
6207 2071 485
7833 5941 -619
1716 5645 252
7137 89 554
2337 9071 -474
5213 5976 -598
4321 3022 188
2133 5858 715
7886 8597 -899
1886 6354 -360
3780 7005 -302
6541 8972 739
7877 3413 332
4411 8334 -574
3467 1539 281
2003 4531 -144
8396 8858 -918
1578 6197 772
1648 3845 -101
4316 7459 624
4821 7975 -996
7064 249 -303
9016 4654 -152
8893 7736 -416
65 5518 412
6513 8345 675
2132 3784 -423
7955 330 -7
1089 4344 -648
4829 1005 -711
7315 7221 679
4730 3338 576
5711 5669 -122
2839 3706 858
4979 6420 -972
8786 2159 104
2993 3759 782
130 8062 8
99 7569 705
6691 7536 -174
6245 9513 -12
61 3754 -781
3833 4084 -6
7555 8558 590
2449 4571 530
8433 3623 256
3773 5875 786
8965 5947 517
3672 2961 -852
3394 9313 950
8327 8866 -906
6073 9207 29
7100 1993 -319
5125 2036 -149
5798 1049 -998
9063 4821 -870
2313 7186 244
4504 7609 -801
1844 776 -715
7970 8479 -653
4846 1595 -656
5971 4285 978
8827 4389 -388
5802 2478 107
9373 8305 46
3376 4930 -525
1897 476 -895
1266 8604 657
8184 7470 -851
1454 6717 -172
9021 7719 833
8371 7244 408
266 3526 845
5098 5336 622
3894 1152 236
1530 2981 -229
5401 6975 -475
6478 5785 -2
1337 9 787
2835 7076 489
5761 6616 896
8182 2281 -939
7786 7512 33
5331 1101 927
2898 5437 914
5321 1600 -89
9521 4212 322
818 3145 158
1636 8239 -500
2718 1063 -157
1851 2129 -458
4734 5117 918
4197 4795 429
8886 4704 -963
1526 7657 969
1870 1339 -31
7131 2299 -593
4673 427 -128
3660 8136 677
8289 1465 248
3800 5403 -670
3220 6437 992
4952 8511 828
3235 4732 -746
7169 7834 -241
8296 4257 -318
2227 9025 -760
2543 4453 -532
1571 9291 -146
810 6350 -167
3361 4729 741
7845 7354 274
4108 3997 -788
9092 8080 587
5628 4774 -375
83 2482 -26
5329 8434 613
1394 5826 -164
1050 526 -615
3432 3951 413
9014 4176 112
1848 3153 37
4869 282 -768
9117 6167 -243
4344 7738 -14
6960 5196 -205
6151 2426 -883
66 4824 -91
1970 7996 973
7438 171 825
660 2346 384
4775 7639 -439
8284 3508 -416
85 5953 708
6843 5689 576
3304 4288 -220
4051 7069 -853
8625 2163 918
5497 4769 -386
1897 3936 -347
3012 48 -289
2586 3292 -691
671 6088 -329
6164 4260 70
8679 7497 944
7053 3350 983
1048 6245 777
5525 6927 -429
2329 8393 503
8072 5596 328
7948 7356 -887
3139 3846 210
911 7642 -411
684 8500 543
4440 4679 512
3483 9099 69
4041 4072 -386
7539 2461 160
3092 6146 407
5618 1248 253
3425 7596 -700
4055 9448 61
7791 7545 -246
7725 7194 530
1574 6446 766
1016 6537 -830
5424 5240 765
9071 3510 -821
5507 5708 -321
8298 2796 -253
9299 7689 -106
8409 7850 -926
662 7822 805
7771 8087 -764
7262 515 682
6376 5644 -787
8065 708 -501
7896 2074 -501
1709 5136 -985
8795 2332 -431
2097 631 -595
8914 8074 396
7287 5892 -365
6929 396 918
111 5653 -982
3814 2393 -764
7306 1049 890
7626 3993 56
5965 715 222
7045 9034 -424
126 8277 241
6890 4543 84
9048 7236 -41
2361 7742 254
2536 4603 752
8055 857 -159
6219 4755 -602
1617 1530 317
7440 7159 -667
551 6468 -481
2505 11 102
1639 6440 509
8735 5402 -924
2392 4015 -872
1651 8228 -4
418 2985 -202
8621 8426 223
4248 5317 -143
6447 2007 -963
4029 444 -271
8525 2463 -777
7301 3303 688
3530 675 518
3102 5839 684
3480 9511 284
3154 4651 -464
7375 6741 -561
642 7375 211
860 7138 -967
6322 2386 716
5300 6547 652
8518 2130 694
9466 4859 852
9378 2645 69
8986 1538 355
4456 7868 -808
3534 5460 717
9148 1030 -913
5526 3385 140
9434 691 79
4099 7181 -115
2152 3094 188
3728 6893 495
1363 4350 -563
8528 3221 -51
9119 2619 565
8704 81 -265
8165 4414 -739
9030 7762 612
6935 1364 29
9375 8232 370
3918 2397 109
7465 8041 -481
4600 6724 -1
3685 383 -310
2598 6213 848
3267 8355 69
3520 581 281
6352 8228 362
6323 4039 717
4003 4288 -657
4374 777 670
5641 1983 920
7001 174 7
259 3572 -506
5659 7437 932
6893 5697 712
4581 7564 -853
5782 4136 -379
3262 5815 654
4602 1003 -179
3989 1743 780
5178 4957 -509
5863 3730 -759
3474 7412 891
1344 8362 783
6522 8501 -245
3738 1319 -822
673 3056 -271
8722 4686 -999
3791 83 -168
8136 4584 834
3591 946 -516
8124 6707 -674
2177 353 733
6197 5678 -541
7119 7174 320
6093 4671 -456
6093 2790 91
1000 9474 453
4345 5200 -436
993 145 -18
6992 1949 599
6512 7426 728
5286 5723 894
1259 7955 -470
460 6228 53
5776 8318 -878
4081 7034 386
1602 7997 653
6499 6640 -201
5518 4769 -101
3932 3304 -170
4637 7502 652
3493 887 996
7830 7593 -21
7897 4924 138
3528 6768 362
3282 2597 178
1698 8827 -185
4749 7148 298
9466 5937 825
6305 4483 537
6642 3020 93
2342 747 83
1602 9130 -14
9193 4753 282
6437 914 -170
2868 4703 230
3862 5 161
950 1482 -131
857 6729 516
7009 1745 481
690 3547 104
6876 7222 -16
3327 1339 -299
9534 3973 761
1349 3745 -991
280 598 242
7480 1524 6
7255 5903 -547
8906 2925 598
2646 7438 -853
8649 710 880
75 1805 -262
1104 6667 370
3534 7414 -264
8769 4400 280
2706 3164 -318
384 2335 296
9422 4106 -523
2129 7228 -311
4286 8495 -959
957 4898 903
4873 5671 770
4580 656 241
6621 7647 336
8911 2688 430
4090 4583 -714
3431 5424 515
7985 5637 391
8698 4937 589
1884 7493 -155
7348 9468 -308
8811 3537 -645
3324 8876 240
6557 187 -883
3925 6750 -972
6091 7534 -814
5515 1294 598
1221 5522 -402
8215 2252 56
8117 3182 -207
7050 7585 529
4011 3636 466
1496 8409 -496
7021 4301 -548
4690 2096 -663
8617 4014 -45
7984 1994 -73
8617 581 631
9542 9056 -655
567 4686 -149
4894 940 -862
1604 4089 466
7725 2075 -164
8382 1124 67
7885 976 -701
4761 3257 -999
773 1503 -702
2878 2688 -435
1674 7640 117
8033 1408 325
592 9249 -667
6800 9279 -476
6909 1516 727
9116 6912 -368
5657 8392 -892
1827 7000 187
4274 5014 577
5998 4434 -490
326 5105 368
1773 5166 29
27 5863 470
655 6065 -831
8115 4290 -248
6798 2577 336
8216 1668 -579
1073 1445 390
4965 8061 576
546 5110 -700
2872 456 863
7506 4399 -764
4195 7181 229
7673 1986 451
395 5267 -586
2840 9492 -162
4136 8748 329
6757 6017 927
582 7082 183
5410 1341 -628
185 8660 -52
3710 4784 -411
5825 1757 -164
4296 5932 72
212 4382 996
1345 4143 -585
2971 5270 -516
8133 2964 466
2118 6548 106
3724 4978 -701
4601 9121 573
7776 5283 -437
4984 3462 -662
6643 2778 826
4915 4916 928
2413 8146 747
860 6687 140
2962 1362 573
4157 3659 902
8385 4346 -244
1920 1131 -823
5079 4890 -684
7200 1414 -645
7790 1329 -886
4306 5460 -634
1318 3045 -886
5896 907 -8
9428 973 -67
6079 4763 -580
4280 843 -580
6756 8195 -325
5592 2689 123
8217 3431 240
1754 2687 686
122 4382 967
1333 3057 -443
6808 7896 880
8871 5727 -787
1301 7983 -82
6909 7053 -977
5548 2394 251
3409 1896 510
1350 5927 717
8841 9116 796
9149 6131 -421
3122 6122 546
6331 3743 -342
1344 4182 -245
8461 3629 -356
4100 7170 785
5730 1093 -413
7489 8276 -410
8767 9483 -567
3451 977 -80
1486 7830 -859
739 1369 -402
2150 7293 236
7671 967 -346
4728 2460 549
6940 241 160
6176 1203 316
7960 5081 -43
1133 840 399
7482 6204 695
7019 3521 -124
779 8853 900
1750 7443 -322
501 2390 -92
8837 6271 613
7754 121 -553
7923 1923 488
1835 2109 515
8594 1657 -198
7755 2062 -945
4369 6195 910
286 8274 177
8986 7396 189
4550 7497 752
5180 8815 914
8355 4899 655
8719 6865 -762
4890 7071 400
1905 1517 -658
6695 2786 983
5465 719 197
6263 4762 796
8056 8111 566
2876 4336 -135
1401 3968 -786
4400 6304 -243
8117 5953 -70
4525 3597 67
2293 4902 119
1986 3531 -338
2584 4750 42
3068 6731 -1000
26 1098 -930
8987 363 887
7596 1311 912
2917 8267 914
8066 1376 17
6129 8878 -547
6158 1592 -173
8079 2050 -57
2327 6652 104
189 7346 755
2613 4410 12
4873 8115 -146
8626 1458 -559
308 6562 -146
3596 4588 518
5657 3768 308
4029 6520 -49
5242 4863 -910
9107 2565 936
4598 8860 626
6884 5187 -66
4022 7115 -649
1208 2410 908
4847 3961 871
3280 7151 -487
3898 1619 800
9364 5714 971
1373 6514 326
6007 5775 -411
5078 598 -792
9277 6472 140
565 335 -992
6686 5353 -746
8973 7572 324
4864 9182 -45
2275 9143 -271
715 7186 595
4969 5834 -570
5417 1277 829
4311 2104 -190
1225 2035 -869
8749 6453 -837
2066 9466 291
3058 4795 129
8738 2187 -873
4854 7802 681
8716 8454 31
652 2467 78
226 9416 944
6401 1925 -9
6517 126 -57
6074 3344 241
113 3443 -324
125 6495 516
9130 4176 233
7683 4298 299
8129 9539 974
9009 772 448
2713 2937 144
4568 6291 135
9166 5414 860
7377 743 169
4056 4509 352
8853 3757 -400
6939 7938 474
8113 6835 -608
654 3655 -198
824 4546 -199
1393 5452 335
3414 9066 126
5467 5934 993
4135 6857 806
6241 9240 -367
4654 2801 -918
741 4861 -543
639 2667 2
3894 9377 -392
7928 2677 -413
5142 2801 383
3266 3417 517
2920 1140 -645
8265 2351 -720
1783 2478 -707
5945 6247 -367
6412 8238 536
4330 7902 -400
3296 4385 -964
1488 8336 -380
3899 3944 328
223 5813 539
3788 2102 -880
5049 4491 -800
1148 266 -493
7477 6912 414
4390 1984 612
4942 1291 -835
80 1604 -232
5417 6842 178
2934 7435 603
2737 4496 -456
2994 5576 -837
5212 8171 726
9020 7374 -353
3184 9332 616
7448 4981 156
4299 143 -566
9534 1697 476
8543 8383 -496
3830 8241 -393
258 2998 -863
3553 775 -112
6299 1340 -579
7973 706 -125
5015 6538 442
5786 112 136
1801 5878 858
8889 5694 17
5746 1960 -569
8864 3879 11
9033 7145 586
1524 2179 -537
4253 3030 698
9196 6043 -225
4123 6489 373
3887 4421 -750
1458 2287 474
9354 3554 348
6698 8034 -75
271 4092 897
2752 7220 -580
4268 44 -709
5176 6139 -423
7453 8899 -112
5089 4662 252
7982 7684 -885
93 3558 -37
1127 2663 216
4163 5153 73
7398 4553 -241
7310 6991 -473
8909 137 864
4907 1922 -906
126 4282 708
8455 7307 164
5560 6389 738
858 2252 452
3135 2967 -475
5142 1528 -861
8851 3410 -704
1787 5422 341
6156 7042 -234
6643 3664 -942
9356 8055 813
9300 2331 875
7939 6952 372
2878 789 -336
5759 2872 -585
3091 4946 -789
8156 6117 201
1296 8230 850
5889 2336 -43
9371 6359 -529
135 1002 280
7708 435 557
7386 40 327
3014 1457 530
237 5005 961
7213 3651 800
6025 8128 119
9293 7106 -64
9516 9538 818
4887 6500 334
6146 4320 -656
4464 9505 -126
1060 1360 274
3939 6749 -702
9047 5964 -761
8617 38 -264
9158 9253 801
2067 5262 492
6620 7815 594
8907 4360 374
9540 2380 212
3238 1864 -128
4984 2123 846
405 9081 -252
780 3347 379
7561 4449 306
307 6168 910
8690 9416 -680
7272 7043 -100
3445 75 -718
7981 8545 973
3104 8666 150
7040 8357 90
6970 490 -305
4241 3028 -498
7713 8258 799
6151 2653 -399
6554 2807 684
2744 6908 -936
9192 6003 -520
8117 156 -572
5617 785 -545
1393 8566 318
1126 7236 -488
6817 4186 -997
2983 4228 -870
4020 8457 377
2640 6518 -791
5999 3158 696
678 3767 253
2149 7291 337
2407 725 764
5098 8913 47
162 3224 -641
2594 7816 450
4252 5291 -836
6643 947 501
3711 7901 654
6105 6498 -754
8153 8156 643
1985 7020 -929
6345 1620 193
3608 4482 895
8018 233 -948
1840 4435 181
8588 1660 841
1289 8264 -365
2872 3222 -75
4228 2835 -676
9155 2096 616
3933 8019 -352
6556 3906 440
1190 3366 -477
4794 5942 233
7079 5253 -121
7569 8661 -557
2082 7531 -847
6730 3498 -745
1987 3769 49
332 829 -467
1961 616 284
493 4780 889
1061 1854 266
5004 9070 -476
2209 8405 -943
8968 1168 -737
5040 9166 831
8869 3303 -801
3386 989 593
9115 6870 775
8781 2821 393
9236 5180 265
6946 3498 -519
8408 7963 -155
612 9478 693
3211 7040 248
5850 3543 -765
6718 1326 -63
9248 4133 310
8882 3865 -249
4031 8321 -466
9170 6036 -589
5276 7359 -142
3468 4732 359
9340 6812 886
9553 4592 144
3419 5197 935
6388 2958 277
5036 3611 -473
2275 250 186
6932 5219 -426
9161 6592 -764
8859 586 -98
6628 6517 74
9108 4751 -302
6465 5351 598
8063 422 -250
3644 2018 -480
7700 4227 -189
3933 2037 -7
6784 4440 -968
6728 4879 -638
3794 6494 876
8748 7168 -102
5506 6576 -96
3820 1402 -143
4991 9339 -857
5608 4268 -786
3358 838 626
8507 37 860
193 5830 528
2593 7070 338
4037 9435 -485
2319 5269 -696
1060 1812 -271
2803 8145 362
3848 5345 -79
6527 6917 -105
6687 3214 861
761 1439 -274
2052 2984 330
2500 4420 -423
5055 5511 835
4744 4552 -721
