19
828 1871
374 826 309
821 605 486
865 451 67
139 933 768
282 131 45
557 810 138
619 746 53
853 968 564
135 249 856
316 88 211
432 844 665
641 800 338
895 28 126
555 196 793
7 877 833
320 478 390
683 780 254
557 329 626
12 538 361
845 21 467
718 97 953
548 551 722
733 266 51
762 647 526
326 730 230
913 872 985
649 800 251
115 826 383
908 64 584
735 868 197
420 407 171
434 317 501
62 628 204
465 217 480
147 278 277
438 303 815
39 115 686
602 606 589
736 217 501
641 727 441
260 74 718
411 908 942
337 658 937
941 507 481
825 491 395
641 23 836
51 639 627
423 259 952
110 426 756
196 136 84
616 239 818
80 760 86
270 57 881
553 191 801
663 941 418
911 325 834
706 536 364
38 524 133
487 93 348
226 703 677
678 99 650
625 401 328
736 757 819
195 731 226
225 765 502
206 345 555
632 247 704
248 196 462
809 259 710
147 690 558
283 271 719
582 465 5
27 816 582
173 102 525
115 257 718
572 705 621
319 875 41
742 518 89
714 369 374
344 825 174
426 408 406
80 21 190
193 86 949
459 323 846
926 135 936
241 100 429
218 682 374
917 495 604
165 563 893
290 932 977
631 349 852
534 843 567
157 12 254
422 923 458
233 173 808
761 594 467
822 583 354
482 522 592
231 963 924
390 163 128
662 539 223
877 276 684
963 113 133
636 258 106
712 521 756
501 915 285
496 798 595
206 115 52
535 915 614
922 794 658
8 313 205
621 575 76
401 702 701
706 452 633
416 332 310
443 675 581
651 357 67
416 277 302
788 201 276
875 298 422
722 891 157
507 925 261
762 733 641
258 24 752
684 108 741
628 760 232
77 455 618
184 413 855
942 926 612
291 933 855
890 147 431
629 407 445
227 216 40
155 242 340
777 68 211
648 236 680
167 299 69
484 553 998
509 559 896
799 958 124
166 577 509
529 235 64
956 519 158
222 494 121
767 324 901
594 221 893
49 768 919
972 355 770
953 88 955
25 9 820
470 46 424
615 947 687
300 896 258
634 746 652
795 64 791
250 512 44
634 822 632
951 967 648
964 773 867
120 692 629
800 382 840
215 24 912
965 943 581
139 89 7
402 430 849
366 219 493
867 55 609
219 296 970
814 844 322
612 749 250
862 76 612
75 616 23
592 97 411
474 757 296
36 970 588
197 221 936
685 953 106
248 598 755
200 56 556
98 553 979
550 423 17
777 38 592
141 632 191
271 718 423
614 567 149
973 810 147
199 620 682
390 623 60
719 6 203
628 543 731
436 428 609
200 363 455
866 17 654
86 564 510
528 843 355
228 606 607
314 448 510
689 902 598
675 907 306
208 67 696
760 680 503
579 600 402
38 265 570
293 383 782
610 11 185
15 458 830
279 178 395
158 887 827
731 575 814
14 635 521
394 442 770
459 853 133
918 24 749
495 882 290
774 180 96
964 292 838
68 292 426
837 413 611
173 553 186
951 294 353
773 731 82
920 269 537
306 561 82
560 321 609
795 4 742
101 715 752
847 626 777
12 8 840
798 325 86
327 335 676
682 82 202
292 798 821
319 94 662
251 923 165
336 571 192
888 587 390
88 239 998
178 179 350
635 867 974
881 644 655
891 643 854
902 22 579
93 193 437
812 461 137
874 819 948
312 748 362
264 391 420
177 394 533
408 16 688
520 13 125
745 310 606
793 947 382
114 469 515
408 889 382
199 887 180
949 825 922
615 686 241
592 596 113
483 675 497
792 118 73
151 273 392
576 269 747
595 430 83
335 696 129
931 88 25
900 939 837
384 974 791
336 808 357
748 890 669
615 580 972
561 493 798
262 976 238
109 708 62
455 395 80
109 95 76
491 974 916
692 512 950
822 163 83
626 891 440
111 304 76
670 15 524
229 700 363
258 942 320
799 541 977
401 88 103
342 468 270
774 116 659
175 136 559
607 806 195
551 928 422
381 271 863
506 897 163
683 410 104
177 937 261
140 56 975
891 470 448
256 109 284
814 693 289
938 566 510
106 670 566
721 967 458
739 575 389
95 851 43
621 250 545
907 610 962
911 883 417
682 112 642
292 184 264
205 625 252
1 148 545
90 457 675
491 535 33
399 775 701
717 575 560
589 692 87
94 976 856
56 10 708
891 687 235
594 879 588
815 685 589
577 823 186
133 921 336
787 403 456
749 65 317
853 392 957
934 315 650
364 357 748
574 85 941
307 472 282
150 692 268
319 461 191
766 517 699
404 443 482
675 294 618
659 379 226
690 951 527
291 549 13
586 773 145
37 346 950
666 513 14
238 343 25
338 154 839
883 220 327
470 223 248
907 160 452
2 91 172
573 757 598
296 738 26
126 85 662
111 452 391
621 951 779
440 178 793
414 751 314
568 303 549
907 823 399
939 418 317
244 293 356
286 322 101
609 50 224
295 774 74
436 61 52
646 492 103
193 921 728
930 62 271
782 188 581
253 145 530
484 53 153
906 965 802
845 1621
737 625 627
759 196 615
691 733 422
251 535 693
790 272 980
188 137 31
500 633 39
487 12 761
743 751 826
129 486 414
678 790 334
172 116 379
650 366 496
31 415 169
417 133 186
732 103 324
388 383 352
101 732 338
553 647 405
673 554 285
11 673 16
346 23 120
462 139 71
680 821 720
814 502 702
543 700 516
618 672 79
766 825 81
802 577 696
50 594 207
169 837 738
92 658 961
416 735 325
737 680 168
113 668 979
224 783 720
316 36 828
274 170 768
484 806 222
808 602 107
693 606 552
91 636 771
209 334 238
621 602 535
391 548 254
236 352 961
550 226 127
774 144 516
399 551 164
319 367 746
401 292 191
210 59 112
65 128 755
167 831 529
838 794 814
34 353 102
623 415 852
470 674 92
246 753 831
560 659 971
777 471 923
125 203 858
807 769 695
574 496 112
93 170 466
561 136 306
627 741 621
330 621 539
137 572 77
371 250 970
460 83 944
844 418 432
815 782 242
582 595 828
753 566 825
764 88 48
702 307 950
499 602 759
538 553 367
802 443 882
413 153 502
210 150 854
566 524 461
307 119 30
776 836 836
636 610 488
701 729 467
106 700 930
549 353 960
2 350 629
736 762 96
620 347 590
153 234 990
631 238 369
795 374 539
511 256 672
560 205 900
115 419 735
70 690 132
431 678 847
34 693 737
152 453 164
322 244 412
53 359 734
503 34 125
238 210 393
515 152 381
554 544 185
389 280 719
157 835 774
79 342 608
210 337 736
448 673 525
753 617 635
526 841 251
409 712 28
501 512 364
179 459 925
401 420 92
661 218 80
672 60 545
684 288 407
16 47 491
286 844 959
299 710 295
375 176 716
386 396 86
318 388 331
830 665 976
558 251 278
651 739 291
570 576 205
388 3 754
26 80 302
724 585 620
678 832 261
237 646 295
671 450 220
327 336 501
761 105 14
596 598 398
626 147 570
687 740 215
142 654 728
595 649 948
811 265 26
124 151 609
155 418 900
722 619 296
188 445 195
438 279 662
467 517 357
834 306 324
250 391 92
31 105 104
403 838 391
549 120 371
329 92 996
571 669 557
331 402 88
462 427 865
203 519 331
753 418 933
59 28 64
841 208 229
794 697 83
495 333 981
432 678 408
586 54 67
242 746 387
53 635 344
836 16 722
302 157 22
781 206 834
341 577 421
358 370 688
90 841 640
337 262 623
546 498 444
271 218 363
262 467 747
715 14 511
19 523 165
818 739 101
804 714 258
813 73 334
626 207 757
198 398 79
345 575 742
341 34 881
469 365 132
560 374 639
719 776 745
393 145 49
546 479 449
40 330 921
554 814 704
2 468 252
455 793 334
545 229 280
829 367 109
709 92 983
453 459 304
455 107 740
604 813 328
632 689 797
60 282 39
469 502 620
414 547 666
593 550 401
281 234 263
280 812 561
687 755 480
220 406 442
334 438 332
634 111 442
29 204 285
405 770 472
283 207 260
566 702 75
750 602 455
472 473 799
410 659 325
555 722 770
497 411 146
744 546 387
764 760 179
751 446 326
369 575 162
188 601 745
504 358 59
763 58 616
557 738 419
365 353 208
817 828 398
246 679 293
587 29 393
657 755 104
82 592 596
478 17 276
828 43 870
396 376 948
588 209 262
152 5 387
723 737 617
50 639 356
725 797 528
681 24 921
597 396 683
215 412 86
382 579 754
454 725 631
300 502 558
509 809 742
191 840 308
455 108 450
16 13 253
201 544 816
4 454 40
112 48 203
610 696 458
358 522 989
638 634 976
472 569 925
239 199 349
771 397 808
818 612 632
173 235 60
152 329 21
130 428 771
319 103 139
359 631 217
229 704 465
331 418 982
80 518 62
198 625 539
6 483 295
510 466 132
435 48 130
430 92 286
260 505 372
177 717 936
668 832 748
657 202 869
275 93 952
141 250 873
515 299 523
117 266 187
782 771 915
588 361 149
121 569 334
298 484 986
393 242 350
361 443 886
470 684 179
508 691 805
290 354 473
793 638 335
323 61 908
364 104 812
733 15 59
298 273 474
753 57 903
786 237 825
253 671 319
358 111 700
556 237 230
18 501 366
66 11 289
567 794 826
797 243 597
547 3 485
375 601 24
735 756 578
828 596 927
68 218 822
575 717 814
457 759 480
483 384 239
446 19 786
30 472 295
395 823 913
561 69 686
736 813 562
39 700 920
172 131 979
590 663 672
426 168 442
24 566 441
227 436 933
590 571 361
615 220 1000
426 47 214
745 511 455
43 18 256
74 770 683
823 487 919
209 499 976
201 542 816
545 592 803
827 249 407
480 565 192
291 154 736
463 228 665
128 708 27
588 845 626
68 110 998
581 172 646
766 837 46
603 42 612
689 70 323
110 38 327
176 14 78
195 787 900
756 795 605
254 100 271
508 153 591
520 634 448
544 568 440
252 72 475
834 1 129
610 669 952
312 352 800
565 776 925
59 598 447
279 390 389
672 718 693
43 652 906
190 566 139
548 240 309
308 259 879
637 135 359
731 648 911
3 416 311
799 104 550
774 357 556
421 86 352
252 466 849
315 50 457
678 361 344
19 798 828
391 7 64
195 93 219
241 571 997
408 429 802
561 366 263
610 442 106
653 230 904
274 68 588
232 466 59
705 253 605
736 371 556
717 504 6
22 220 162
268 829 989
89 431 882
408 526 861
557 110 504
162 704 329
379 765 335
270 519 741
673 6 60
97 473 164
819 794 510
613 152 828
549 155 331
600 136 827
230 633 832
376 678 607
60 719 339
579 117 506
279 517 841
436 360 275
441 813 783
607 400 285
347 331 781
632 674 25
495 731 457
621 286 203
842 621 637
494 160 831
486 715 765
262 26 420
688 532 107
21 684 911
191 800 978
373 128 504
14 749 756
396 265 125
402 404 716
339 375 297
414 809 41
248 433 303
838 344 465
588 388 45
662 646 186
790 143 233
807 592 197
505 557 168
626 506 784
204 247 218
317 57 587
483 731 511
137 305 929
531 255 545
290 792 774
209 521 492
537 37 309
13 501 508
226 787 199
563 493 837
358 36 195
122 311 677
740 807 126
290 544 677
402 840 74
157 574 605
800 18 330
396 114 971
549 27 430
837 557 666
255 605 556
639 233 502
248 219 961
803 113 895
720 805 293
11 232 434
483 486 17
476 106 489
305 832 524
332 350 979
96 740 7
630 260 113
758 219 145
611 316 116
121 304 116
438 5 332
679 832 539
332 684 688
824 104 99
673 734 506
103 242 612
772 85 472
137 134 64
33 782 227
742 275 214
137 513 686
501 583 59
799 248 293
360 780 643
445 119 938
91 207 48
466 455 980
129 66 5
582 801 557
603 716 872
516 408 624
545 356 609
311 742 824
767 385 388
265 809 647
255 370 344
760 301 343
520 831 552
794 584 272
130 192 84
314 460 366
59 220 910
66 654 383
598 199 682
128 118 352
598 342 175
542 529 403
775 266 763
53 389 645
391 217 977
422 782 595
91 568 95
512 800 843
815 717 196
21 815 519
637 417 35
30 517 659
249 645 501
656 151 805
62 288 147
816 747 11
362 307 26
767 182 166
660 623 728
531 176 771
715 67 216
341 464 715
129 138 825
293 802 243
137 203 137
444 656 984
529 2 113
542 294 736
201 157 167
155 89 311
378 372 97
212 824 60
196 759 641
184 126 322
389 524 723
507 697 198
116 330 2
545 696 116
44 354 877
594 74 624
455 358 933
196 18 545
107 518 582
410 526 202
581 657 391
312 419 238
110 45 881
358 820 831
167 495 966
523 800 267
625 380 908
457 515 334
364 799 557
512 353 35
702 225 290
687 509 912
662 461 338
185 777 865
186 168 882
530 94 585
557 314 652
353 787 904
559 446 669
688 833 881
393 161 158
411 584 724
328 568 242
114 492 359
130 172 581
119 492 850
101 171 492
108 57 545
791 490 683
586 605 941
592 634 98
136 621 84
149 28 69
334 13 803
360 226 17
536 512 40
128 701 218
126 836 944
340 159 981
585 476 916
498 136 238
819 809 230
112 508 942
137 100 81
246 567 671
693 457 603
831 317 266
693 446 982
530 396 290
323 80 120
410 96 152
659 787 218
56 366 175
373 149 687
502 97 486
411 384 434
351 32 837
174 69 652
535 387 635
781 117 568
671 479 289
694 501 264
238 644 801
223 651 125
42 368 242
754 355 719
512 841 350
571 779 983
564 669 79
521 519 57
158 118 488
214 337 611
396 320 75
831 344 474
528 281 503
347 30 51
562 150 717
195 24 359
325 72 195
366 105 852
815 78 511
52 359 810
74 743 610
613 160 118
533 795 844
199 693 543
218 362 608
403 380 645
44 622 612
462 623 959
581 627 421
706 747 980
216 158 842
442 182 418
408 89 682
492 540 254
262 305 805
534 312 353
800 583 756
117 132 244
29 440 641
542 278 915
648 331 723
314 105 322
162 813 184
410 432 100
254 8 454
505 665 482
313 432 773
453 409 418
206 323 959
638 810 512
746 475 233
585 658 207
403 706 701
526 147 364
501 261 57
576 213 591
519 204 37
327 640 611
626 572 279
342 329 816
450 614 546
12 221 636
266 174 125
242 563 291
438 559 221
95 812 515
365 327 734
819 79 116
799 833 877
823 175 265
493 247 575
493 837 932
231 201 710
16 26 98
568 376 582
724 210 771
559 219 102
618 608 258
243 206 715
479 118 529
348 426 100
753 34 222
409 668 32
15 702 278
346 305 423
300 469 748
563 319 187
57 82 754
100 404 983
445 62 15
109 348 555
430 323 302
589 660 178
246 802 136
169 772 483
158 1 192
624 617 109
632 240 677
743 333 91
584 618 245
505 51 596
160 413 442
423 200 34
184 246 165
790 704 83
43 34 435
504 823 662
452 230 116
790 623 508
655 78 606
493 209 349
460 696 701
787 774 496
81 239 790
650 593 986
29 741 496
833 754 402
450 184 808
564 337 234
248 244 31
235 624 488
314 335 205
492 786 725
664 760 66
758 623 488
293 796 53
533 469 691
636 632 461
344 385 318
161 544 803
290 831 374
455 609 6
740 584 912
586 765 584
39 18 916
471 806 78
474 372 99
262 364 757
14 638 868
270 34 506
114 107 757
792 267 474
722 639 40
806 642 161
683 242 882
380 282 315
151 80 189
297 703 159
692 818 222
191 486 784
222 829 969
453 538 986
295 501 547
494 470 96
5 10 439
597 351 966
356 123 369
820 737 146
353 404 524
265 361 747
657 239 82
525 206 882
229 736 751
50 24 292
308 251 338
309 788 753
248 518 269
604 827 649
10 435 799
347 101 768
513 538 402
271 309 936
704 686 933
426 729 594
731 537 41
43 143 509
691 134 207
83 755 862
653 232 109
545 331 40
340 199 926
672 714 946
556 54 372
762 537 832
770 416 425
88 786 903
25 709 392
791 550 221
360 18 715
389 464 969
51 509 102
220 574 442
762 649 2
117 381 280
777 77 587
301 806 842
276 536 1000
805 737 573
385 322 951
381 223 953
814 794 204
396 217 723
791 550 971
26 827 801
585 540 378
550 449 689
676 240 531
50 742 397
436 194 811
602 137 932
638 534 98
134 255 238
786 52 921
134 262 526
745 577 274
250 210 130
471 462 468
813 34 629
763 363 793
415 633 607
767 302 755
466 428 838
69 182 302
266 517 979
32 542 19
253 795 369
479 90 571
104 552 122
530 692 492
689 296 833
135 788 14
55 171 248
255 182 626
236 536 260
60 360 694
562 501 134
635 348 631
594 474 798
758 530 67
105 481 178
424 646 943
27 1 971
730 37 872
231 289 835
147 818 517
130 696 281
138 68 128
144 505 218
832 378 270
605 313 728
686 494 175
818 426 354
571 283 871
59 40 493
751 813 295
468 718 666
760 107 855
210 377 946
31 815 318
542 97 206
841 726 279
585 46 886
648 520 746
40 232 270
322 269 88
151 630 289
722 248 445
490 522 250
52 303 325
579 517 494
155 227 814
298 706 457
719 687 609
672 270 206
428 577 316
53 30 755
686 609 869
153 447 257
572 358 150
499 811 447
711 715 792
679 290 681
92 590 199
710 267 567
706 678 146
73 469 109
276 188 97
290 523 609
720 324 591
832 386 450
528 388 929
398 346 319
291 78 897
650 259 66
46 108 512
55 489 493
169 72 219
293 840 291
227 759 241
46 169 891
769 634 102
325 208 957
553 142 316
206 104 332
826 700 438
551 117 773
471 844 926
198 250 467
242 288 514
317 342 853
404 495 600
457 821 293
319 797 987
126 623 968
468 137 679
792 477 485
509 272 910
587 767 279
320 287 823
229 599 807
585 502 203
271 429 926
641 616 974
20 603 822
533 839 730
268 461 634
165 671 801
319 104 292
125 26 480
544 570 703
37 811 841
332 422 887
492 654 41
734 217 980
497 392 653
683 716 527
742 467 903
755 748 843
558 99 414
23 768 499
168 590 51
50 176 354
843 255 263
714 250 626
709 245 567
700 345 272
668 531 670
721 612 173
738 395 869
383 212 25
467 129 673
764 107 111
615 784 187
136 455 389
470 250 608
318 681 302
844 27 639
401 635 988
532 332 22
131 632 30
75 19 484
404 93 120
83 147 934
356 200 465
842 65 207
281 745 750
363 145 775
833 556 146
785 370 342
397 410 401
415 316 801
693 74 583
178 449 417
27 692 963
197 404 433
251 313 224
64 461 185
269 314 560
271 455 130
516 775 328
647 131 227
66 48 48
532 166 207
293 196 504
71 648 9
251 775 933
446 30 847
317 183 800
646 229 27
451 820 536
783 582 424
835 662 897
638 723 31
669 166 844
740 610 679
501 37 576
679 596 654
355 463 223
521 350 213
484 157 832
779 456 829
377 830 408
20 337 597
396 728 801
829 808 215
288 280 851
688 1 427
231 509 989
344 662 914
398 25 363
217 389 808
159 789 731
653 827 266
639 608 501
64 295 737
587 612 154
197 443 447
574 165 756
708 218 786
333 223 191
487 394 590
284 32 150
675 340 304
417 528 999
349 235 129
491 310 791
638 623 80
649 214 973
226 824 59
678 444 341
740 204 636
568 500 291
38 789 617
10 424 615
762 367 857
716 813 294
666 301 867
540 200 240
631 474 267
444 246 821
782 636 103
161 510 572
671 76 71
111 836 237
537 85 661
196 502 207
208 239 10
64 797 583
32 636 57
635 643 345
124 437 799
783 259 841
568 600 966
558 248 933
89 239 664
800 23 693
750 684 894
368 621 913
551 79 496
186 825 483
7 321 133
384 368 205
496 587 965
311 750 881
129 631 820
167 480 570
299 247 589
175 295 930
201 302 429
298 402 686
817 124 130
284 807 216
400 615 578
284 375 98
599 554 640
591 470 945
744 376 221
161 458 178
83 430 636
501 487 410
286 760 72
54 75 377
51 371 545
359 616 796
721 599 130
609 132 889
457 788 830
10 130 813
178 706 503
83 687 959
636 625 491
446 832 93
820 117 415
188 820 170
747 513 572
445 244 746
373 212 806
41 7 301
299 443 542
343 716 630
519 600 833
776 208 779
562 317 96
767 758 91
752 461 563
812 355 164
57 10 864
13 665 250
107 78 461
607 196 149
133 244 159
625 196 302
208 627 671
757 73 37
490 829 853
559 708 598
671 614 361
121 509 311
482 417 211
426 381 614
494 812 297
124 521 645
752 13 699
223 464 377
593 641 594
544 609 721
89 481 465
602 644 543
34 539 975
805 822 109
88 501 367
731 152 208
501 92 521
283 402 478
728 509 406
244 594 442
341 170 5
539 352 134
179 592 758
705 372 42
279 730 518
735 762 454
17 757 886
60 135 471
643 749 431
447 85 55
668 386 85
65 475 495
566 840 519
212 420 148
272 454 675
545 195 438
502 268 653
530 644 943
661 176 89
811 243 793
548 539 873
44 35 659
357 538 318
767 677 471
430 456 815
353 461 444
159 685 137
277 695 277
459 613 765
808 841 547
523 772 782
307 498 357
86 575 474
73 246 174
458 380 404
342 715 825
127 585 493
360 754 556
90 571 984
481 800 920
609 125 885
72 811 956
648 215 625
652 330 614
808 653 232
340 515 772
26 298 615
373 680 255
168 467 593
314 319 402
60 254 244
345 23 124
561 341 907
734 437 731
534 74 924
17 276 560
142 136 673
121 59 968
274 533 188
168 808 122
451 775 60
142 728 810
418 10 834
418 431 486
161 97 866
301 55 638
757 689 676
666 323 831
366 227 398
88 640 464
321 661 634
747 619 882
155 454 788
144 522 972
533 230 505
136 233 319
280 542 803
560 24 371
163 74 459
100 597 319
667 73 466
623 666 261
316 805 390
62 490 50
782 594 261
651 640 254
140 241 504
659 182 81
237 92 929
103 353 993
462 313 645
717 705 880
743 388 171
65 525 356
730 517 634
262 769 762
782 752 858
188 414 324
619 128 852
356 254 959
734 620 751
464 805 581
58 700 609
133 742 745
272 22 765
12 189 157
433 308 773
462 833 760
225 385 476
396 307 792
805 475 15
530 153 495
604 335 324
698 296 950
511 506 71
455 411 138
79 539 383
45 491 774
304 369 882
70 805 655
434 507 748
414 277 258
403 251 208
455 207 678
789 538 79
61 566 151
220 578 436
158 561 771
161 416 501
440 841 645
618 731 233
768 245 111
540 18 951
553 313 331
132 304 228
663 479 221
34 167 889
725 592 233
838 352 802
231 403 712
545 344 705
321 716 364
305 838 861
616 30 598
301 703 645
320 764 955
258 766 587
813 733 374
224 301 568
373 60 457
374 185 957
774 96 969
13 47 139
108 87 998
19 553 657
401 804 859
587 672 132
339 34 640
753 141 300
653 493 192
136 415 561
25 748 860
151 712 362
300 165 5
673 139 111
794 815 598
431 609 359
613 393 113
49 661 302
514 226 442
141 594 291
89 701 511
14 643 464
749 318 487
62 39 247
267 805 708
122 206 625
3 493 683
329 361 949
281 239 655
790 86 745
823 177 507
690 307 843
743 46 39
784 820 232
217 637 844
506 422 991
71 128 527
402 355 709
198 219 570
330 760 361
464 195 673
469 135 982
504 74 337
136 536 840
835 750 174
345 604 608
28 218 714
501 571 457
214 720 906
224 653 331
575 289 835
280 761 116
790 398 377
276 252 671
325 648 109
710 665 672
578 398 152
290 583 876
721 807 458
591 139 457
112 749 311
796 739 279
789 133 698
232 538 384
668 660 662
386 628 641
3 655 128
750 337 729
691 468 118
446 180 219
558 841 991
220 777 553
219 543 999
746 720 384
18 745 426
25 774 398
54 585 451
82 344 952
567 259 294
801 719 22
343 83 317
794 758 979
5 168 881
228 637 984
502 691 186
9 143 366
219 764 666
48 237 8
718 387 193
216 664 53
207 834 971
766 385 758
779 224 163
832 161 72
208 142 620
549 550 663
333 129 499
697 769 155
544 54 53
787 29 557
271 759 216
169 93 154
215 134 260
409 810 187
321 235 948
5 102 832
520 321 316
792 291 263
564 1 339
728 99 59
222 783 553
833 838 928
583 595 100
471 46 194
10 764 670
367 534 540
798 208 526
792 721 864
313 460 788
494 160 733
105 717 754
645 31 737
45 139 78
508 430 67
76 69 212
647 319 224
68 567 79
711 617 257
395 423 659
132 723 583
232 708 796
426 423 50
533 89 237
96 442 239
247 215 506
85 296 806
631 235 82
406 786 153
596 509 665
562 408 653
403 38 688
83 561 194
569 666 42
812 841 620
717 229 128
768 630 570
207 396 562
335 252 585
86 420 645
372 819 61
395 441 983
395 516 498
225 160 928
69 707 501
600 101 198
683 212 277
506 743 775
629 427 38
156 73 964
264 586 622
519 148 301
79 409 423
466 234 384
789 577 696
411 719 860
35 543 211
280 486 372
310 630 836
657 51 788
517 594 749
589 616 536
179 309 224
507 490 800
574 316 52
201 80 115
781 390 271
570 493 484
332 604 291
308 41 330
35 159 473
795 829 262
116 623 458
617 469 527
294 80 902
247 439 95
366 729 243
556 418 882
585 621 32
406 661 874
744 121 785
134 626 644
111 273 350
342 12 549
308 135 893
447 238 725
250 704 615
602 579 881
835 558 776
302 327 192
372 649 606
520 554 435
608 592 963
423 481 651
840 482 342
490 784 891
325 835 112
249 355 128
315 178 727
664 785 560
336 798 892
632 190 365
720 39 313
676 624 811
734 66 976
89 490 936
723 606 509
597 106 764
75 424 339
561 316 750
671 121 852
789 165 172
295 231 280
214 648 198
800 665 335
368 254 10
819 402 519
101 437 237
412 487 278
143 141 788
439 702 975
88 684 160
833 78 479
143 426 161
697 590 578
533 473 312
4 79 585
717 100 775
674 289 730
111 741 129
422 21 536
792 443 941
171 222 72
275 829 903
733 748 498
375 3 170
619 545 745
307 713 971
166 222 800
69 653 1000
247 31 483
573 440 504
451 216 749
345 326 107
642 165 275
144 492 462
321 347 568
838 82 669
241 529 315
845 656 171
804 217 653
97 680 809
449 276 316
678 539 807
22 188 918
532 318 285
114 101 27
616 767 921
94 750 408
601 187 429
215 21 520
811 174 507
450 470 261
274 59 891
185 391 538
461 783 215
494 357 804
733 295 996
321 575 258
375 397 699
526 754 518
281 233 830
123 250 638
80 352 395
757 749 559
831 643 513
845 82 405
399 295 278
270 459 276
603 357 504
60 352 292
777 186 590
408 689 580
745 362 488
239 301 913
737 583 879
428 418 527
677 666 940
576 541 122
750 200 369
179 95 374
315 749 865
233 742 826
221 647 756
154 599 292
252 625 631
534 40 13
34 165 553
6 609 619
720 386 660
87 545 938
534 695 87
269 108 123
810 279 78
595 790 156
458 4 418
460 82 169
472 499 233
931 1973
883 399 369
887 810 868
2 763 979
638 599 817
385 907 183
744 525 579
706 324 740
80 444 49
896 665 839
409 658 506
543 34 238
607 98 955
34 350 671
690 156 703
12 648 38
839 534 110
655 777 290
105 220 608
613 338 496
311 806 161
209 399 1
366 22 96
44 789 418
688 234 720
158 3 123
319 744 361
73 379 75
5 400 299
580 314 971
570 726 413
843 177 103
621 582 793
813 896 689
342 161 906
133 587 48
809 21 742
726 819 745
129 769 321
815 409 187
684 806 376
906 490 35
779 901 968
510 456 543
369 251 52
364 654 787
683 217 225
395 852 513
360 692 906
134 398 671
688 544 911
704 758 635
243 34 438
126 525 693
566 26 821
444 154 642
342 606 773
786 659 190
525 643 699
635 114 677
836 623 116
511 311 686
284 247 874
530 769 57
674 43 433
478 721 291
392 50 891
183 218 32
59 836 961
23 890 348
618 596 380
811 806 117
138 782 624
518 279 18
811 174 502
52 12 170
634 153 862
827 415 383
536 526 363
234 922 5
579 625 172
231 54 690
711 543 398
440 667 942
321 78 655
129 681 479
375 372 871
751 52 492
868 106 663
603 258 491
116 131 882
419 695 565
355 581 230
208 406 65
588 367 771
182 15 781
547 701 801
552 50 988
199 49 443
332 345 506
567 450 81
744 131 671
111 448 525
335 766 38
760 466 968
866 643 564
513 140 265
395 744 854
561 644 970
902 696 262
255 811 328
368 331 360
310 317 382
149 109 845
718 763 419
479 345 185
174 549 104
158 206 943
637 800 212
585 663 407
651 302 231
918 52 271
600 586 574
548 478 263
707 212 951
444 580 806
801 917 397
295 140 363
805 335 818
179 899 609
56 244 352
400 435 602
884 73 573
212 12 885
906 340 94
104 215 257
630 277 811
754 400 204
502 426 46
222 259 820
544 805 919
392 394 985
585 306 531
341 476 533
357 285 304
846 852 992
92 567 587
630 583 549
444 891 531
789 299 138
191 235 576
719 372 850
426 614 168
867 813 538
28 928 81
10 856 434
71 108 43
125 651 849
9 795 519
920 891 745
731 450 44
473 10 522
819 236 114
388 49 616
273 600 143
94 513 406
723 78 569
924 277 982
836 577 849
730 454 254
473 270 935
243 196 646
124 332 382
655 456 413
586 322 638
278 629 837
161 116 471
602 711 157
11 340 879
547 505 335
197 481 499
191 532 550
722 142 274
441 585 939
571 118 583
192 399 214
290 125 167
778 777 165
496 909 209
763 650 625
820 810 180
248 470 674
504 658 677
164 899 669
559 471 725
683 282 766
295 138 111
81 335 461
453 907 664
361 761 723
7 344 789
395 763 524
863 517 806
497 34 920
56 708 244
483 276 677
747 843 222
157 660 7
37 884 841
626 370 259
593 813 474
236 926 749
220 553 661
206 47 570
118 383 390
387 510 78
618 470 693
283 640 949
694 885 981
135 92 994
688 828 698
778 906 424
375 276 622
161 290 19
694 327 866
379 24 435
9 301 13
243 200 761
888 177 810
162 277 712
695 760 285
853 387 326
722 17 676
803 28 91
794 537 835
617 890 298
719 801 719
542 869 381
464 14 483
396 701 226
53 554 892
93 383 772
201 302 902
558 286 319
311 166 669
900 481 808
3 97 503
816 167 681
410 778 62
482 720 359
304 260 810
36 225 976
65 487 55
39 559 592
516 582 588
594 907 973
136 427 413
434 702 298
81 384 229
212 46 337
422 366 104
83 729 11
2 271 787
893 417 459
718 325 722
411 488 802
851 202 589
822 215 258
871 578 498
753 819 271
42 309 509
696 172 317
402 629 273
928 836 398
757 630 140
480 208 78
827 78 537
471 129 151
892 886 301
853 316 664
264 514 43
563 547 233
264 268 461
389 287 284
412 468 953
149 255 312
330 133 839
493 34 836
899 711 896
672 306 569
204 913 10
574 50 322
780 736 804
651 794 372
480 351 278
5 645 15
463 18 519
569 1 997
288 342 925
399 539 946
515 403 324
279 801 737
475 855 850
556 330 552
529 377 376
598 70 187
534 496 478
588 676 674
702 775 951
847 860 782
334 403 315
56 827 111
154 238 519
148 278 230
276 604 621
387 532 722
873 711 318
532 827 730
146 284 211
358 515 664
502 445 133
853 326 413
887 846 956
791 924 284
739 723 603
501 112 807
510 745 210
615 577 603
912 672 800
95 797 642
892 439 135
204 832 272
125 580 16
869 131 866
1 144 346
867 570 645
352 535 522
661 907 530
68 91 777
278 237 362
457 552 303
804 556 409
