17
922 841
128 444 -454
368 30 573
618 544 -262
844 469 334
733 604 -462
770 5 -767
448 774 -137
446 727 468
158 64 943
512 642 317
94 136 309
201 194 -735
94 753 -237
687 259 -486
545 285 195
285 714 -192
631 292 538
576 355 213
236 404 -983
310 307 -157
626 505 -857
582 12 -77
27 837 -543
403 800 52
885 30 712
287 466 -606
778 465 -763
549 583 276
254 45 543
14 136 571
709 570 962
688 549 -618
611 791 -598
294 29 -19
862 896 947
506 193 536
852 296 -805
23 141 -406
146 445 -502
845 363 291
501 117 415
798 833 46
123 193 -780
259 846 436
430 467 849
233 389 173
497 520 573
682 877 -889
838 330 -869
719 661 196
192 759 796
90 456 445
96 673 -561
621 42 -246
444 644 -974
465 876 858
613 445 -90
309 117 -832
122 621 -126
418 173 473
84 232 -967
454 592 -992
96 397 -757
329 260 216
390 889 -383
523 561 -191
724 18 -75
866 37 -802
851 893 66
414 188 938
746 794 -587
208 357 -343
282 76 -429
558 307 862
784 419 -302
448 361 -394
52 90 190
334 844 86
808 191 -979
270 763 943
290 534 -46
69 374 83
612 615 -374
734 100 993
513 98 -827
62 299 -767
581 553 -883
762 225 193
446 899 590
724 255 -873
661 694 -376
100 62 -837
127 427 500
630 687 -456
358 742 -835
562 440 413
255 89 -796
150 584 231
21 504 -317
88 232 19
420 445 963
786 22 677
778 106 130
504 84 547
97 366 -541
627 776 -803
488 896 99
408 69 748
232 100 -827
231 28 347
684 95 674
341 668 -662
152 792 -60
794 253 -176
535 356 -377
640 598 905
283 522 -983
616 54 423
774 603 921
428 720 556
151 574 766
581 46 -805
218 734 449
442 458 422
481 463 -751
674 98 -213
502 469 176
775 292 -940
838 779 12
616 16 -34
279 361 -52
411 269 410
92 674 -365
508 264 -753
863 237 72
263 597 -484
817 101 -995
552 824 144
549 506 -894
301 405 -491
113 248 -527
411 872 -630
882 649 459
493 632 -750
390 869 -877
519 645 935
253 24 146
728 773 -984
575 164 -847
493 206 970
606 427 -939
668 422 621
600 187 -607
456 466 -365
594 189 341
309 777 643
528 599 -174
433 460 828
509 124 -941
154 445 -638
169 158 -625
140 172 -823
692 204 574
552 843 931
202 92 372
516 389 807
39 503 37
753 252 -490
361 184 -331
783 439 -612
620 698 -607
69 173 -903
118 801 559
416 558 915
652 398 -144
785 310 -972
577 14 -190
154 90 -176
808 536 -787
59 740 412
94 539 -174
147 780 740
573 571 -821
122 296 758
819 75 -388
265 13 810
569 63 983
645 239 203
22 493 111
312 823 -10
194 789 -175
156 124 639
136 719 -661
50 316 610
345 420 -154
42 387 613
616 276 -324
870 636 -664
766 760 338
214 858 -208
350 572 840
267 241 -354
682 194 914
8 50 -965
732 44 -446
212 327 -192
581 89 125
122 105 340
67 604 -553
784 555 278
568 896 740
141 547 -837
142 633 -115
135 8 250
138 499 462
540 672 -810
314 248 -883
827 59 854
756 513 -166
316 339 15
645 92 -540
771 436 -672
553 432 -560
711 100 -744
198 760 918
796 621 394
420 721 -580
491 196 723
8 658 -377
289 607 302
147 32 -505
273 702 -559
425 697 -104
807 637 807
706 431 644
491 614 37
154 423 946
192 331 684
98 359 -510
656 680 718
303 221 -118
737 39 255
739 427 -362
22 324 692
693 894 -401
806 473 764
177 714 956
162 47 579
574 760 546
608 28 23
331 144 -161
596 428 112
217 220 -677
162 707 415
705 460 -738
590 724 58
872 294 -264
520 122 919
304 496 -238
146 377 267
547 867 811
607 170 -778
347 358 401
196 242 -863
819 827 514
164 260 -726
527 491 140
503 455 -378
278 459 -963
334 432 -102
374 746 -891
839 580 966
871 676 812
601 197 -556
715 568 -646
465 193 742
544 679 -381
795 273 -878
654 21 -284
796 480 -213
144 32 -896
183 685 945
543 821 675
229 488 820
340 511 268
347 615 405
338 586 -800
439 759 -481
469 667 -154
36 602 377
746 858 576
838 724 -689
520 862 -940
137 780 896
557 15 474
437 685 467
653 446 -837
821 495 618
359 835 -7
614 633 -807
197 586 -619
256 440 -369
301 828 -372
507 636 369
354 579 368
770 156 -656
826 892 351
851 476 -813
588 349 70
117 212 562
356 322 -546
654 60 336
452 445 -222
218 93 -810
508 148 774
318 454 453
455 237 843
252 555 657
864 729 154
456 553 -839
751 682 -191
513 419 -329
10 737 -414
663 613 -59
242 77 -265
131 797 -697
790 671 -18
133 632 934
846 200 242
513 606 -767
890 281 -887
438 638 -899
554 581 -173
788 765 -940
89 747 4
895 298 -246
845 641 758
445 85 446
351 144 -495
450 42 -433
850 569 357
47 853 309
854 573 766
652 419 -685
635 750 -830
894 452 -976
212 101 -334
701 891 944
618 769 -377
278 468 531
528 556 150
480 200 756
768 437 -361
76 498 -237
533 852 -755
177 169 221
633 418 -294
803 220 -972
221 794 866
726 124 -744
866 537 -509
189 880 -308
723 211 -296
388 715 -599
643 376 519
657 655 398
610 127 -302
4 617 -751
778 515 -982
621 653 370
734 733 -641
310 138 164
229 20 272
643 707 216
31 752 -188
588 658 49
476 415 376
701 855 886
366 501 729
591 163 -392
519 861 180
757 604 -276
635 71 -502
5 735 281
714 596 -844
56 39 -987
51 699 -125
331 565 762
774 238 -421
474 636 -602
340 565 528
100 91 812
290 159 583
747 242 580
671 59 -815
242 190 140
359 490 -420
536 561 -15
697 55 220
405 657 904
310 282 -604
561 136 304
723 164 692
751 50 545
254 293 -742
143 529 944
662 418 319
330 630 699
625 7 -727
572 510 877
16 689 -958
790 747 898
888 408 88
117 225 -189
271 404 45
99 397 -80
656 614 -129
257 728 -885
78 321 -507
786 650 31
428 73 526
135 261 358
332 484 613
637 729 -790
740 762 -357
854 563 -182
305 870 -594
561 571 863
496 513 471
99 847 -973
840 199 -585
183 383 702
17 257 676
576 16 -343
848 714 -259
820 841 -305
33 143 860
477 740 -409
449 857 10
81 874 -382
890 276 184
97 860 -938
305 733 395
747 763 4
168 762 437
514 156 233
266 292 -436
577 97 253
533 890 -869
169 159 341
71 667 -762
671 701 -739
355 592 -246
316 320 -493
526 294 -360
621 399 637
615 839 793
167 360 163
160 309 754
748 689 969
350 544 333
232 13 982
311 832 -51
837 112 -98
10 13 -15
475 686 493
346 215 658
856 731 -177
427 221 -551
262 864 369
554 89 613
460 643 936
510 603 684
443 38 971
250 274 687
878 377 -446
432 229 -813
436 371 176
150 854 -135
541 65 -195
53 151 936
486 682 -573
653 59 284
827 287 -719
832 38 -712
355 794 24
231 834 -247
362 428 -452
428 569 -584
369 636 -977
377 80 824
645 8 -993
745 422 -948
509 566 -393
83 802 100
19 287 927
548 368 761
578 708 153
211 160 -162
107 8 773
502 446 -62
824 500 713
387 35 -672
608 265 -440
841 87 341
468 592 -802
400 490 -299
490 606 -996
570 246 -753
603 580 539
79 709 483
300 49 -954
32 378 -368
285 329 -605
155 128 -712
430 892 86
85 323 916
82 128 941
234 542 -750
796 594 -84
62 572 613
737 109 730
26 522 797
672 169 -805
578 57 310
614 764 -174
113 400 -177
149 439 814
796 712 -416
112 154 -829
238 806 -237
551 321 492
416 874 271
240 373 39
829 332 175
288 756 905
454 142 -486
170 94 -407
164 785 462
613 692 909
172 51 581
275 560 -681
445 702 -196
640 777 858
244 127 388
514 671 777
766 629 753
160 651 839
519 455 165
206 518 -670
728 219 501
392 345 654
725 580 -961
833 410 4
169 737 -500
17 145 -269
311 168 115
322 828 960
63 95 -397
200 729 -359
643 545 999
613 361 368
112 582 445
316 436 649
385 430 653
826 414 6
272 604 -965
143 717 -236
493 152 379
80 480 -989
3 795 963
57 74 -682
652 752 4
418 414 -589
523 169 962
727 834 266
445 359 60
588 563 -505
567 184 -524
20 358 911
577 357 -239
853 746 838
645 358 177
773 856 -202
193 214 499
895 43 27
460 825 -624
680 780 -592
244 36 -643
802 584 -462
624 837 -599
236 421 713
380 77 -815
644 870 825
602 765 -895
119 317 -209
745 553 -754
286 890 -574
620 595 178
502 524 79
189 452 700
769 8 -883
252 667 -848
263 417 -785
28 499 853
879 556 -751
827 151 858
281 707 -549
563 623 289
786 777 -587
635 117 362
386 369 -511
528 455 488
660 319 -201
747 247 -983
399 878 -655
883 580 -42
894 869 737
813 74 350
491 430 439
202 524 -931
757 702 -475
121 799 655
375 558 -833
634 866 -607
208 407 -393
17 588 -794
805 891 -131
749 200 -318
549 761 737
836 396 870
228 390 -531
237 488 -983
471 271 137
200 144 150
711 328 666
466 42 313
475 815 413
833 737 527
538 450 158
205 216 -750
260 437 715
526 224 -339
824 532 -876
118 276 899
470 387 605
522 876 405
845 166 -389
387 372 -843
212 33 233
363 238 749
166 701 399
621 666 -13
467 649 334
330 285 -800
679 125 -610
687 481 -229
287 880 -327
354 534 -530
217 567 295
877 629 586
37 152 -719
483 148 -691
473 396 -978
235 196 82
289 833 245
1 663 866
395 387 -234
604 64 -362
346 662 -687
813 762 -578
523 695 787
448 521 -979
202 251 808
336 561 890
137 558 238
399 115 -400
567 243 -383
105 544 929
840 219 -295
411 728 -536
438 758 -546
163 320 932
59 652 797
741 47 -30
432 753 843
257 216 872
17 822 738
362 781 -937
507 771 -546
268 398 212
350 105 -759
460 429 -568
481 538 -513
476 366 -980
248 365 -747
500 164 -109
726 713 271
271 876 314
161 142 403
382 148 826
137 283 -294
685 590 321
382 336 131
468 548 678
797 482 -740
821 61 -770
855 531 -303
503 808 -491
474 189 320
442 305 -578
428 768 -330
567 23 706
555 10 -718
379 544 -41
234 133 -990
550 668 54
607 658 364
411 475 524
208 514 859
842 236 958
731 420 850
371 356 160
698 210 -606
654 513 -381
619 842 142
44 753 766
253 178 625
619 96 -832
258 161 27
634 712 -545
227 176 -375
20 320 -154
899 673 -538
278 172 -968
57 599 25
365 445 470
223 899 -789
841 420 898
319 451 -963
147 206 -449
810 99 910
170 572 -377
750 582 284
344 149 130
853 209 221
393 223 398
312 666 -981
559 466 351
713 51 -769
700 75 168
579 167 -769
525 244 373
16 830 568
26 87 100
847 867 -228
622 418 79
173 424 -312
159 226 -768
255 575 -115
881 548 139
87 701 765
667 693 -2
803 192 -413
151 218 336
777 767 -74
136 179 659
265 296 -285
672 116 395
10 741 421
485 602 792
700 281 412
282 83 592
509 471 928
874 307 -172
86 783 23
551 300 -147
510 230 984
320 751 -68
422 653 -591
467 105 -480
514 357 -645
527 346 -735
628 363 -374
595 366 469
368 287 44
382 707 -184
121 6 -702
468 33 399
27 661 -868
90 440 136
535 459 -186
779 294 879
768 419 -382
663 139 -824
179 220 -360
68 107 -965
359 794 21
217 258 746
713 141 480
719 233 966
5 295 -91
24 190 154
375 635 555
482 625 890
92 270 845
16 153 730
366 385 980
611 570 -879
834 845 528
416 524 -239
603 77 -172
369 616 631
169 337 -131
660 377 410
721 607 140
311 490 960
671 305 136
337 423 -103
825 574 768
123 5 478
622 444 -308
227 733 739
53 621 -393
819 300 -774
13 240 -189
647 29 -220
414 100 904
433 368 836
725 55 -557
869 381 -720
422 737 -5
149 45 -774
284 347 -414
70 332 -456
137 371 710
378 830 -281
78 639 59
507 401 -151
183 47 948
81 201 -46
376 836 970
264 679 -426
631 311 -530
403 729 434
238 648 -491
640 49 987
790 205 390
234 83 -476
833 860 -410
602 388 -577
44 277 -227
218 660 189
641 774 975
871 431 267
676 742 -551
579 752 -112
491 661 302
151 851 303
481 688 357
351 104 436
194 845 510
165 811 -249
713 235 961
108 62 -871
124 411 -455
266 644 -31
106 196 -251
819 379 -609
240 704 -523
445 7 -34
196 462 -642
234 271 -538
534 767 752
739 321 661
163 363 -89
483 360 -772
697 674 -549
895 108 -342
840 272 -74
11 454 766
272 501 347
120 398 757
198 640 634
367 125 -841
433 497 829
155 500 951
566 546 126
27 333 -45
582 691 -771
469 882 -105
423 474 727
57 701 853
637 61 -729
184 501 345
892 207 473
565 369 615
210 192 -534
130 744 -430
622 386 3
18 282 720
663 693 -317
278 768 270
388 718 125
591 262 993
200 400 466
355 199 482
315 445 -672
823 745 -240
782 323 -995
493 383 500
743 509 -529
20 588 -302
322 103 -64
33 853 -47
366 620 937
672 257 787
560 308 473
194 548 361
4 416 -892
705 650 261
486 347 534
236 5 313
142 771 -848
128 485 344
37 515 358
172 48 -857
472 746 -22
533 584 -588
690 199 48
699 308 -569
729 55 54
740 675 -51
814 964
119 237 72
444 208 830
398 666 -10
117 793 -507
331 323 -513
230 512 416
491 560 216
506 232 -614
291 551 -458
514 434 -75
313 145 633
280 194 311
70 763 -659
587 597 816
430 289 -405
458 144 623
575 373 793
60 235 393
2 249 -336
757 190 959
668 436 467
413 518 100
111 508 -167
299 193 -986
523 374 604
545 26 -382
24 544 136
164 139 603
14 591 16
792 346 -959
84 727 -664
140 754 496
34 207 698
461 633 -332
505 93 -130
72 198 -101
390 771 -976
135 554 -87
522 597 -12
624 343 -470
35 146 80
421 704 607
27 651 -482
228 677 478
258 642 919
402 379 -725
246 590 471
176 373 -282
272 743 -658
641 69 106
677 651 -18
480 45 571
800 733 -662
211 628 604
746 212 76
362 248 -42
502 372 -881
194 574 783
431 669 -654
617 324 138
87 462 -743
14 762 -618
438 277 -143
182 750 -475
212 367 727
474 168 -570
582 610 213
65 320 -33
76 214 888
37 622 -94
366 614 -274
292 457 78
521 187 398
569 165 -123
375 756 -657
399 562 924
493 15 -135
640 791 -431
312 584 -767
231 600 153
634 145 -702
23 385 -151
262 341 87
234 273 257
782 373 776
123 332 263
387 751 169
538 138 378
725 477 977
354 393 -163
483 704 70
288 116 342
519 736 -402
756 693 505
611 718 830
465 411 -893
607 216 -795
657 94 -217
331 644 -95
658 365 934
559 790 -135
479 61 197
419 85 -902
693 419 228
537 718 -679
286 231 119
502 768 344
25 804 340
181 507 -615
283 54 -638
7 814 88
135 489 -757
419 758 -688
15 511 -396
642 568 -833
548 24 -532
286 206 95
147 103 585
147 742 549
366 34 984
293 675 -372
501 252 -600
49 342 114
300 262 -778
455 405 521
602 483 -649
669 297 -945
471 792 -549
548 328 -3
213 422 157
690 424 510
35 343 393
362 28 728
229 429 -431
514 36 -572
654 124 -935
719 293 717
686 128 -605
174 86 672
270 524 181
689 718 -709
699 442 -145
480 678 -551
208 448 942
66 107 -42
267 646 -642
648 140 -557
46 354 -87
605 462 -275
146 193 -873
688 76 -538
633 761 715
516 688 820
721 266 -834
66 730 -106
206 60 -191
748 790 0
675 553 381
577 361 930
188 481 -662
695 667 -408
728 349 -437
542 127 306
263 360 97
706 266 559
751 92 -151
312 160 805
531 370 122
175 401 -31
499 5 -473
241 663 910
342 202 -627
777 526 661
788 480 -637
668 290 661
415 788 -49
718 345 -292
95 87 -72
138 749 49
813 233 922
662 629 281
69 596 444
769 689 748
431 743 194
40 391 76
116 189 -23
236 535 123
319 127 562
538 270 -182
374 166 303
221 665 480
745 50 -306
630 326 -969
152 483 107
18 248 335
750 610 158
97 443 649
101 194 -407
706 104 232
615 736 -389
601 66 -268
799 781 -197
191 156 363
92 454 -872
230 519 -364
285 223 -693
205 689 -891
604 556 -294
403 810 335
645 599 -450
10 399 928
389 228 768
419 722 927
573 603 473
387 563 237
773 719 -875
181 280 -369
531 511 -112
251 157 602
319 482 782
643 591 719
400 768 408
644 764 -414
553 357 971
19 40 859
46 497 317
785 245 874
336 492 14
764 603 -862
483 152 739
505 721 260
300 777 26
95 88 -732
355 401 -160
706 805 124
288 51 232
360 701 -251
150 203 366
613 372 -733
470 759 132
338 351 -625
343 260 238
736 103 691
182 250 581
330 43 -143
706 672 660
188 474 -583
509 199 591
417 205 -216
505 531 -748
672 283 -224
569 34 -238
721 653 83
28 580 9
16 269 -719
575 299 33
668 355 765
568 257 362
478 423 437
376 742 -340
738 526 -542
624 294 -385
510 42 -435
583 741 -592
196 268 -645
144 271 748
353 286 683
314 321 -72
566 640 -28
454 327 -665
79 573 -987
467 786 731
182 116 573
295 780 -601
54 369 628
391 127 349
449 74 -781
58 656 -193
8 255 -1000
388 323 -21
375 504 761
618 137 -964
354 189 523
246 310 -309
169 159 -724
60 27 734
709 180 206
395 612 397
579 64 -835
118 610 35
757 624 -595
671 12 977
302 352 -444
718 730 -277
499 426 697
468 693 -970
162 3 -537
258 338 -7
625 652 -972
526 636 -738
184 538 -157
18 701 787
130 733 826
78 252 -721
174 415 661
572 749 -480
636 118 823
810 350 58
16 738 -874
389 366 894
745 458 -141
286 97 280
403 163 550
20 407 652
588 187 351
482 16 -706
739 405 -510
467 728 -919
745 249 -767
693 14 531
744 774 -232
327 266 -893
559 99 556
273 702 -476
740 142 46
711 756 -122
335 401 319
436 602 -402
727 67 -761
152 65 390
217 263 -613
663 289 141
307 337 -613
282 496 350
415 770 -108
80 599 759
746 681 -981
24 379 -558
614 503 108
252 285 -537
427 79 425
62 138 -988
252 25 478
90 107 675
2 343 931
316 656 368
507 772 -858
320 294 -182
419 66 -244
792 718 472
125 27 -311
810 710 -386
581 722 -782
162 339 600
484 243 -35
55 47 819
809 605 749
420 508 310
485 56 -302
320 9 650
779 739 -191
199 101 820
505 162 477
297 331 398
290 248 -853
561 583 -242
414 235 374
297 88 994
670 567 306
437 389 -347
240 652 33
515 625 -170
590 519 119
767 341 185
70 17 183
504 491 481
154 511 -31
181 680 -177
668 134 607
95 192 -327
672 306 235
721 38 947
208 480 -974
63 434 -421
408 567 -900
602 464 -51
23 547 -254
766 218 -799
413 125 396
473 439 -121
386 755 -63
396 70 553
749 775 98
64 51 758
745 66 -712
297 305 -855
792 136 -920
589 548 360
694 795 377
363 264 260
792 333 329
347 604 39
512 377 401
235 758 638
756 773 372
799 770 445
584 746 -549
333 276 627
718 164 521
350 746 -87
788 713 -487
640 579 809
90 226 -558
407 82 374
516 344 -945
95 605 878
25 218 -296
433 398 -867
789 55 -402
242 585 491
779 756 -721
564 147 -272
625 692 174
789 619 -343
44 438 -144
537 101 930
753 469 723
509 248 -936
370 159 -120
357 286 803
402 736 331
626 757 391
542 329 152
494 513 962
69 701 519
636 249 680
223 787 68
504 259 -774
669 102 -742
646 162 -323
272 813 -461
665 82 622
4 87 375
797 793 857
353 204 711
552 421 -146
150 744 831
496 214 754
136 381 -897
277 526 -720
326 334 -269
675 524 757
18 696 -910
620 525 -971
290 106 -912
126 347 681
502 151 164
735 44 279
473 298 -971
727 426 644
803 567 141
140 644 -703
554 28 -284
555 56 -493
489 532 -793
43 239 -883
643 174 357
728 370 385
744 485 -758
358 732 176
679 444 -918
754 813 -440
633 445 532
660 564 537
64 430 -991
757 551 -202
571 96 -732
499 542 439
383 653 -201
248 386 330
741 204 544
551 566 -227
392 402 -812
106 23 -701
284 2 732
313 191 292
577 658 144
144 280 349
9 561 158
400 406 -29
499 347 -365
232 372 -869
614 738 -72
793 118 690
514 159 557
179 681 748
399 104 654
477 742 -49
587 325 869
539 605 82
260 154 -632
88 341 604
302 403 -113
10 460 331
215 373 -256
89 452 616
351 293 -631
217 445 869
610 757 -377
621 425 -127
743 62 -584
549 214 -880
405 226 -998
233 301 798
754 19 -69
727 649 910
627 777 -932
448 497 886
402 529 -938
767 479 -202
175 764 506
212 205 -414
550 685 721
764 536 -595
479 571 -356
63 28 926
383 5 -469
423 302 265
469 30 406
602 346 478
97 726 -458
551 397 864
246 253 -241
290 476 -793
529 20 347
553 620 -380
116 645 817
770 652 375
414 645 222
36 24 846
701 97 909
128 692 -796
183 179 417
702 273 721
433 544 -334
187 274 667
659 328 -985
488 221 -118
145 482 -506
663 577 744
98 462 823
206 611 -161
517 161 -755
623 505 105
214 54 52
87 138 -966
488 539 -807
201 721 448
183 647 820
25 428 236
161 786 1
438 43 -760
581 263 840
782 326 766
343 443 324
739 100 238
679 53 -55
89 263 -203
337 770 490
341 720 543
702 660 -878
151 748 476
19 621 178
584 429 467
382 110 508
217 661 -271
88 783 -945
592 178 -877
633 364 -592
490 717 649
610 321 -363
727 344 -911
710 325 791
236 443 -759
302 532 891
339 421 -734
25 612 5
310 425 511
205 419 -894
792 762 510
117 757 -481
290 538 965
651 155 777
32 127 531
503 659 -881
429 736 553
601 620 914
230 489 -840
214 453 669
443 477 533
673 660 259
401 14 447
455 342 858
94 714 121
278 713 618
529 305 -522
733 92 292
753 6 -75
155 613 350
686 185 72
282 20 -200
731 136 640
431 642 698
523 616 360
547 205 -67
192 611 439
111 433 -91
461 281 -846
562 176 755
576 591 133
447 657 -216
736 716 -306
624 105 -300
164 303 97
600 263 -178
711 585 -604
457 108 144
207 669 -213
31 650 -94
338 288 388
506 799 82
786 483 -860
146 3 844
32 415 -463
83 540 506
689 250 -20
509 787 -758
731 604 -917
146 166 453
803 167 188
500 686 -986
217 802 508
565 492 387
668 43 747
525 176 -753
755 608 646
494 537 -284
208 663 -421
794 261 -306
351 249 -120
410 812 -333
319 453 -304
474 629 -439
654 617 792
559 794 880
646 354 -46
372 326 -744
480 470 951
651 141 85
626 299 160
505 61 16
156 787 590
180 133 117
85 231 956
562 523 549
284 311 581
168 125 986
783 290 75
117 773 -379
666 176 -313
608 163 484
474 657 858
685 523 800
807 46 728
227 705 631
569 484 -260
343 213 942
123 310 366
410 45 447
295 542 445
248 769 -778
243 554 -830
693 805 446
293 373 275
459 212 -529
770 791 -362
73 125 -116
271 81 235
196 428 -424
61 719 -455
6 156 -598
674 619 944
386 805 -319
245 350 1
543 229 392
647 784 -78
477 259 -505
750 88 186
447 653 326
340 304 -581
804 666 214
571 631 -332
216 658 -826
119 562 530
657 692 -924
594 159 -730
280 155 967
545 481 -542
418 357 200
269 440 630
159 520 834
365 34 -713
254 329 -84
204 597 -575
716 376 707
221 192 857
702 635 845
144 35 -816
33 523 -633
609 480 -308
803 641 178
354 72 -115
347 659 -422
797 16 -762
758 459 465
554 394 -608
380 316 244
463 514 532
286 728 -837
803 280 -984
13 294 175
530 630 -599
10 620 746
703 727 -455
562 682 796
348 799 146
589 507 376
457 505 107
426 482 -691
57 212 -249
752 505 -149
482 231 -354
220 219 466
280 673 256
89 131 -404
616 210 750
645 353 -621
364 327 39
77 66 -169
163 384 -87
583 323 -467
254 71 65
308 682 -863
12 122 390
364 796 -434
733 656 -799
482 254 729
463 204 677
811 554 855
53 655 590
482 443 -747
800 568 713
208 581 -913
278 482 44
655 92 -375
812 531 244
653 398 879
157 326 896
405 772 486
521 671 313
207 536 651
23 9 70
119 771 396
31 220 -304
435 537 -783
151 690 309
80 607 671
791 538 -774
312 661 -182
535 493 51
711 637 -802
341 108 402
561 625 397
421 267 585
66 378 282
83 787 -367
65 765 346
696 691 606
456 813 64
360 209 595
691 114 -844
337 596 40
785 410 340
282 125 -719
589 561 -653
311 686 417
695 626 929
219 177 474
110 72 224
703 560 -968
617 170 97
5 483 341
598 670 -978
728 22 -319
25 35 660
177 428 -332
137 526 -212
69 58 -586
174 165 462
624 274 246
213 275 486
326 668 677
652 556 198
587 403 668
285 709 808
773 484 692
708 766 715
340 354 834
106 691 -523
591 796 662
304 488 771
92 148 412
54 474 376
509 400 -325
758 143 120
543 698 -163
740 453 538
535 51 348
229 152 -522
409 51 -224
74 143 -180
289 394 871
130 217 -265
12 83 -652
217 522 -477
779 690 -601
662 254 998
534 582 -702
752 352 -584
455 302 -328
419 539 8
195 352 795
647 81 -257
567 155 460
225 30 707
225 476 995
205 792 682
42 206 -499
547 466 -259
322 158 -798
264 114 858
505 166 310
524 788 777
210 524 -147
187 19 613
116 593 -217
93 521 -899
697 69 -694
786 724 -209
811 158 548
140 730 988
359 631 -474
340 36 -479
467 149 823
170 39 752
458 310 1000
223 94 804
754 563 973
215 183 -608
161 404 -669
186 81 866
11 441 943
758 745 -73
17 546 692
677 87 188
124 40 217
134 215 445
772 569 -828
275 43 -990
63 758 468
591 493 138
322 179 -249
444 484 661
392 506 256
485 66 -563
303 416 -749
596 332 -823
721 681 -876
540 100 542
505 126 374
250 52 425
577 730 -609
412 656 -387
68 808 -839
458 668 -880
747 215 -917
657 660 -144
706 643 -199
239 347 702
197 411 -605
448 399 313
47 242 -295
377 6 -128
728 280 -596
555 487 285
157 560 329
611 316 169
79 460 -172
591 246 -392
684 399 335
315 536 -311
735 295 -863
279 117 -512
372 656 -659
661 122 656
92 754 44
519 637 663
199 617 -69
221 423 -161
112 216 -545
763 305 -35
746 65 631
145 533 -542
21 411 -757
209 608 977
23 387 -825
386 545 -450
553 283 160
157 708 395
109 611 -950
794 722 -133
286 764 -535
731 543 -274
412 416 514
117 432 129
613 790 78
145 551 -376
9 96 664
7 49 -909
226 580 -154
193 615 235
88 474 484
721 582 834
766 670 858
396 614 -524
672 722 605
664 147 681
595 212 454
133 90 -333
220 254 95
447 102 -735
252 799 -808
13 4 354
482 34 -924
295 516 -230
290 649 822
612 67 840
679 439 394
478 201 75
551 514 310
188 466 -734
627 69 -107
325 31 -317
344 709 -815
957 808
787 20 760
953 256 305
618 160 340
351 182 609
761 266 -779
858 691 895
835 298 -370
512 872 206
935 435 -634
686 110 -899
377 95 -97
9 914 -494
836 636 807
261 416 -215
78 262 237
847 258 -765
263 505 -769
899 860 45
872 896 55
575 355 -539
157 76 975
107 849 -706
703 545 -332
580 141 -254
876 286 -674
142 556 -490
821 327 -170
801 468 585
405 604 297
107 232 -938
691 697 266
945 563 869
285 75 128
921 420 -298
415 908 -172
569 832 -744
172 582 -312
74 10 4
87 794 672
184 635 -6
101 532 -84
433 130 -67
189 509 -766
775 270 -584
463 58 -120
620 661 -432
120 519 -416
664 366 368
539 169 -812
35 295 916
545 239 307
658 135 955
920 862 812
716 792 181
255 77 691
627 863 934
337 388 23
454 11 400
518 526 -956
886 301 -601
356 13 -539
206 506 -658
687 892 -664
211 49 -184
28 7 788
520 3 -186
444 304 -19
436 273 166
220 474 220
588 723 -626
509 729 650
120 629 104
509 258 863
683 51 -815
512 321 -900
381 199 -327
665 101 -319
463 357 -597
364 892 -256
407 939 938
219 465 558
520 388 385
634 169 -580
231 778 961
274 365 -482
498 634 -464
789 22 -646
497 209 -207
430 424 -58
302 818 961
693 295 -122
207 364 246
927 382 166
254 509 372
803 166 -601
489 260 -1
343 793 40
718 52 -665
896 778 385
740 711 -795
47 6 -148
122 731 633
455 122 -806
141 199 758
296 158 -139
169 52 -160
608 900 950
390 505 123
774 140 -512
338 899 -278
542 364 901
28 36 -733
875 840 898
424 89 -575
702 425 -442
882 240 533
118 907 971
314 831 -769
696 65 190
525 766 598
424 468 110
889 313 784
15 688 314
876 803 -581
682 465 351
847 716 -242
380 605 480
116 54 -973
583 821 -883
696 475 -601
732 366 646
699 689 596
951 535 497
94 518 -820
852 700 833
941 597 -974
671 879 325
185 896 -655
178 369 399
473 455 539
218 231 -305
189 238 -489
446 674 -15
184 834 213
460 533 313
230 726 314
664 768 256
513 664 -508
817 875 810
558 66 -371
771 862 -850
102 302 -131
172 420 -494
794 713 370
217 75 -58
540 38 145
37 832 605
42 743 338
666 412 405
888 833 -262
671 324 641
720 893 961
102 315 138
496 561 -996
116 893 -141
699 781 -12
103 285 746
676 904 -232
944 163 -21
431 640 -663
648 275 358
620 504 934
461 276 408
735 947 236
733 182 -89
930 197 -231
205 350 563
513 426 971
622 862 305
245 88 -609
112 696 334
547 831 786
25 216 -467
456 417 -907
380 666 -55
365 733 -846
543 421 453
927 471 153
144 733 491
10 431 -66
265 589 -512
697 845 -551
70 288 -569
564 408 -210
72 196 -930
841 447 942
684 560 -457
679 185 66
530 906 -661
128 658 127
466 150 -998
510 33 569
707 546 -48
349 603 739
54 153 -207
874 525 0
230 750 645
610 938 -57
802 859 867
773 465 -565
219 417 -990
318 685 215
552 769 -943
646 940 634
763 864 -934
84 149 -197
956 596 942
944 406 -643
115 101 591
622 50 521
640 667 -471
439 642 828
900 487 -644
850 594 -722
794 144 -55
20 876 810
782 195 -304
774 517 747
300 155 997
414 899 -461
491 536 -988
156 269 -942
10 915 -319
433 151 -233
880 692 -479
266 217 -42
901 509 166
394 949 86
521 704 267
194 762 -460
771 109 142
206 768 -657
124 648 -729
701 196 501
166 900 -17
372 949 -944
246 908 -590
728 902 96
106 16 409
580 894 -413
747 957 -514
143 220 -567
688 936 514
