865 2921
709 806 398
116 308 762
653 564 592
378 796 392
174 610 215
734 26 913
477 173 888
394 167 930
447 475 332
420 426 40
29 701 318
123 292 593
479 239 126
386 645 187
20 326 76
712 822 727
66 273 436
492 305 77
246 143 604
124 48 509
701 363 670
432 31 653
467 51 146
261 245 731
620 199 439
457 134 180
228 718 695
172 469 155
286 53 876
80 439 470
206 101 777
690 838 945
802 92 145
421 593 738
203 257 9
269 374 733
395 436 320
646 603 131
804 632 678
258 725 56
520 814 349
555 766 972
393 687 628
286 686 294
131 61 544
635 377 333
420 62 983
321 474 596
336 603 472
409 28 662
204 47 36
694 319 409
586 824 758
632 525 446
498 57 262
94 790 588
253 381 151
714 319 92
112 837 766
443 343 903
730 305 273
74 330 215
149 430 715
723 204 482
343 324 62
32 275 53
45 228 572
367 607 361
177 366 319
153 643 765
711 601 996
478 649 868
825 473 58
430 563 202
9 573 256
160 718 33
66 296 286
400 368 712
662 20 464
299 351 676
541 799 815
194 549 858
182 637 762
422 174 432
414 851 159
354 751 131
375 387 772
689 549 746
156 713 906
448 147 558
827 299 458
486 263 591
433 72 546
231 456 435
813 511 330
538 197 559
639 613 125
648 306 993
385 763 96
821 710 915
436 44 774
390 763 847
698 712 279
37 525 894
250 743 94
212 492 819
155 314 510
212 795 983
12 432 997
366 491 308
707 667 520
63 66 320
588 322 480
528 382 92
290 466 75
414 651 628
790 129 841
232 326 642
325 674 529
252 69 443
96 336 387
813 327 828
165 462 863
231 658 624
197 389 292
85 469 925
359 69 596
244 591 379
721 557 24
571 825 733
55 738 270
59 241 224
592 38 373
717 601 832
458 525 603
857 331 936
605 839 737
743 545 438
845 337 202
470 54 22
14 532 576
188 451 770
704 606 702
271 452 386
324 26 148
441 462 434
427 37 856
34 229 167
352 7 141
627 850 976
314 574 580
362 638 301
110 565 823
358 354 604
129 253 439
654 773 673
642 130 533
645 638 332
778 436 891
285 670 782
606 253 870
807 786 714
243 805 465
794 180 280
726 227 71
201 382 592
200 748 872
157 129 103
471 531 158
150 845 768
609 712 575
89 750 487
524 710 425
574 414 135
248 768 508
248 386 560
644 675 169
443 354 526
642 436 48
791 788 793
106 222 639
236 783 897
302 812 537
463 365 670
428 126 255
709 657 112
839 515 222
577 272 132
649 409 447
466 693 986
691 388 736
306 492 504
328 543 622
294 830 780
176 514 439
514 565 112
802 633 651
243 683 258
243 235 11
677 857 321
624 481 888
700 663 552
848 750 41
771 633 585
827 572 34
555 429 608
694 269 704
219 743 115
301 89 272
162 325 518
178 198 461
521 417 156
394 185 170
305 79 902
651 249 22
637 559 863
332 75 83
141 527 581
367 714 947
506 285 312
83 429 437
520 442 605
70 577 544
80 456 427
263 628 889
333 708 474
422 239 465
354 152 553
797 314 327
277 68 351
255 675 727
111 89 139
219 271 738
646 648 70
115 337 254
295 550 786
303 799 495
379 713 356
768 775 604
634 561 918
493 168 984
234 388 635
475 586 890
277 54 653
201 397 329
850 531 711
374 330 29
152 20 586
339 451 735
452 426 721
139 444 455
16 857 95
238 190 548
202 546 318
307 236 965
167 646 646
216 707 369
617 462 147
396 710 681
482 85 625
425 57 398
822 299 734
352 305 700
483 330 278
55 523 191
541 87 767
256 22 166
293 475 742
359 572 548
547 702 57
141 214 356
507 58 462
632 172 225
813 23 166
821 715 900
576 713 870
551 838 824
205 810 805
697 785 416
72 694 333
401 348 125
63 322 97
1 558 225
632 370 269
794 29 880
794 632 380
105 711 934
488 335 163
124 638 922
137 579 968
167 307 462
448 208 550
584 138 593
170 771 235
610 195 577
561 476 436
371 649 713
53 521 836
782 41 837
410 238 218
481 37 441
788 8 832
138 563 262
587 843 296
602 680 746
77 423 418
239 604 807
343 210 691
639 150 550
359 385 736
312 430 124
191 803 930
575 711 744
785 569 252
52 492 108
273 379 550
4 272 448
270 207 243
154 527 318
800 187 959
182 410 587
7 141 372
91 590 148
780 388 414
323 309 799
327 478 707
79 733 728
818 389 732
721 419 732
267 547 437
348 160 840
237 539 75
50 196 370
756 479 215
799 671 908
513 763 472
392 421 849
840 513 76
179 307 48
85 264 723
794 430 485
713 227 54
231 838 982
297 686 372
804 842 633
681 811 185
129 491 90
755 280 395
700 740 870
829 746 700
385 656 245
193 230 758
554 648 675
638 187 989
634 563 636
499 208 102
780 316 775
48 105 543
349 139 910
131 688 935
747 512 166
823 28 37
819 422 5
180 785 526
582 453 448
712 145 808
367 91 910
781 439 892
545 591 842
550 863 587
694 722 300
689 456 75
22 148 109
174 519 67
288 221 746
31 40 276
212 430 895
369 157 480
418 602 288
784 803 912
628 502 101
728 716 434
191 185 277
807 549 806
74 618 342
579 30 220
89 780 967
454 659 294
364 172 234
767 300 452
383 627 586
478 89 583
175 598 715
655 689 799
154 462 676
268 260 685
54 105 244
121 846 865
66 561 12
414 312 416
372 787 257
573 529 24
64 811 890
94 189 609
805 159 58
834 862 731
701 847 413
122 208 370
669 276 687
720 550 60
606 400 762
672 496 631
100 670 318
285 53 965
830 392 447
665 196 182
777 291 58
2 602 126
578 125 354
427 780 421
261 248 633
633 840 256
755 735 427
347 128 124
224 271 984
239 762 619
735 504 463
524 50 274
22 404 491
517 603 808
852 298 703
766 745 629
519 733 753
354 554 560
653 722 412
400 48 978
614 472 553
78 176 718
640 681 502
481 310 273
147 11 160
83 49 463
502 217 581
402 71 214
308 272 950
268 210 551
563 765 122
13 830 856
54 344 962
279 658 915
844 488 593
437 743 760
32 560 294
176 555 749
258 846 455
619 553 90
88 461 414
848 403 261
693 272 184
292 383 982
25 379 733
628 541 606
498 236 862
24 752 589
741 432 127
47 704 497
560 559 574
634 204 854
132 425 554
816 33 250
189 508 242
31 360 671
341 510 619
85 727 649
82 580 466
170 575 534
18 154 527
430 52 534
579 247 91
268 693 665
286 830 308
67 797 580
293 760 811
157 274 192
598 172 541
839 667 906
54 421 883
367 424 344
840 437 399
520 818 831
628 322 948
313 180 792
284 778 890
242 322 690
596 35 870
170 380 926
375 372 630
429 209 667
656 129 535
565 664 53
649 567 641
131 3 481
222 644 626
435 818 17
244 93 130
378 557 935
848 342 950
123 238 113
235 323 805
97 780 593
36 467 521
397 358 290
547 29 59
801 780 312
482 428 820
735 25 346
293 154 900
154 772 62
612 585 798
198 109 568
431 239 469
1 473 283
541 527 190
336 297 621
842 239 8
99 103 497
697 413 625
730 435 229
389 35 446
219 171 293
49 777 899
42 330 661
356 700 436
195 10 610
697 601 122
748 755 435
8 799 521
687 476 59
98 207 54
595 354 533
485 415 38
512 244 835
72 549 295
285 648 150
685 852 973
611 89 370
857 713 312
657 160 434
780 523 850
847 471 611
543 733 528
514 746 550
491 805 858
350 411 295
709 744 254
89 326 435
771 815 913
178 806 884
153 49 959
105 486 988
588 481 216
110 22 546
296 465 554
41 522 798
511 257 852
134 843 61
311 771 319
164 486 414
208 829 953
56 761 329
507 511 325
510 666 656
285 791 141
64 801 128
662 732 657
380 623 633
13 825 908
487 605 576
8 96 211
534 54 456
485 836 24
470 114 982
492 536 684
721 591 437
359 801 921
116 106 340
244 561 961
781 154 648
786 332 658
427 783 906
